频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,实际检测次数,有效检测率,首次出现时间,当前动态评分,当前检测置信度,长 GOP 预判,轮播预判,总采样次数,有效采样次数,动态样本次数,历史动态评分,历史置信度,主 phash,主 phash 出现次数,重复指数,时间跨度覆盖度,phash 集中度,锚点一致率,最大连续重复长度,单天最大连续重复,轮播源评分,轮播源等级,静态源评分,静态源等级,是否夜间停播
电影_黄渤,http://live.nctv.top/huya.php?id=11352876,,,,,,,1920x1080,CCSH.txt,5220,200,成功,h264,1920x1080,60.0,有音频,2.644,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
TVBS欢乐,http://nmk.ioapk.com:5050/li-4gtv-4gtv068/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,836,200,成功,h264,1920x1080,30.0,无音频,4.129,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8,,,,,,,1280x720,CCSH.txt,915,200,成功,h264,1280x720,25.0,有音频,2.352,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,90300cd99bdbcece,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
电影_变形金刚,http://live.nctv.top/huya.php?id=21059596,,,,,,,1920x1080,CCSH.txt,960,200,成功,h264,1920x1080,60.0,有音频,3.338,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
周星星,https://www.goodiptv.club/huya/11342412,,,,,,,1920x1080,CCSH.txt,796,200,成功,h264,1920x1080,60.0,有音频,2.079,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
内蒙古卫视,http://61.156.228.12:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,,,,,,,720x576,CCSH.txt,545,200,成功,h264,720x576,50.0,有音频,3.082,14,0.2857142857142857,2601162217-hash-merge,6.666666666666665,6,0,0,14,4,4,0.0,4,9d9031f0c1cfc70f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
TVB无线新闻,http://iptv.4666888.xyz/iptv2A.php?id=65,,,,,,,1024x576,CCSH.txt,398,200,成功,h264,1024x576,25.0,有音频,0.552,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
解说_大象放映室,https://live.metshop.top/huya/21277391,,,,,,,1920x1080,CCSH.txt,5010,200,成功,h264,1920x1080,30.0,有音频,1.367,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
解说_老皮讲电影,http://live.nctv.top/huya.php?id=16968572,,,,,,,1920x1080,CCSH.txt,1473,200,成功,h264,1920x1080,60.0,有音频,2.556,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8,,,,,,,1280x720,CCSH.txt,906,200,成功,h264,1280x720,25.0,有音频,1.753,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,90300cd99bdbcece,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
解说_冷君说电影,http://live.nctv.top/huya.php?id=16739452,,,,,,,1920x1080,CCSH.txt,3971,200,成功,h264,1920x1080,60.0,有音频,4.102,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
广东体育,http://8.138.7.223/tv/gd.php?id=0003,,,,,,,1920x1080,CCSH.txt,1769,200,成功,h264,1920x1080,30.0,有音频,10.313,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
五星体育,https://migu.188766.xyz/?migutoken=683175c409cb012fd17ec2c961b5d122&id=%E4%BA%94%E6%98%9F%E4%BD%93%E8%82%B2&pp=1,,,,,,,1920x1080,CCSH.txt,263,403,成功,h264,1920x1080,28.0,有音频,0.634,14,0.9285714285714286,2601162217-hash-merge,19.999999999999996,6,0,0,14,13,13,0.0,13,fc87622b443cb3c6,8,0.5714,0.6429,0.7143,0.0,0.4286,1.0,48.2143,轻微轮播特征,36.6,疑似动态源,0
凤凰资讯,https://stream1.freetv.fun/bfd140266f0bc1d9689c8cca261521038b45d662a160a3785d45d074b26899c2.m3u8,,,,,,,1280x720,CCSH.txt,14,403,成功,h264,1280x720,25.0,有音频,1.099,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
邵氏影院,http://live.nctv.top/douyu.php?id=4246519,,,,,,,1280x720,CCSH.txt,2076,200,成功,h264,1280x720,30.303030303030305,有音频,4.093,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
解说_刘老师说电影,http://live.nctv.top/huya.php?id=20289754,,,,,,,1920x1080,CCSH.txt,4010,200,成功,h264,1920x1080,60.0,有音频,2.697,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
靖洋卡通,http://220.135.64.124:5050/4gtv-4gtv057/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,313,200,成功,h264,1920x1080,30.0,有音频,6.951,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
台视新闻,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=330,,,,,,,1280x720,CCSH.txt,246,200,成功,h264,1280x720,30.0,有音频,1.156,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-1.m3u8,,,,,,,1920x1080,CCSH.txt,47,403,成功,h264,1920x1080,29.97002997002997,有音频,1.348,14,0.8571428571428571,2601162217-hash-merge,19.999999999999996,6,0,0,14,12,12,0.0,12,b10f1ef3601c4df8,1,0.0714,0.0714,0.2143,0.0833,0.0714,1.0,14.1667,无轮播特征,24.6,动态源,0
CHC动作电影,https://stream1.freetv.fun/413df533cc2d866bacdc87729814e66f4cf836c13b12ed783b54345fd012c6c8.m3u8,,,,,,,1280x720,CCSH.txt,11,403,成功,h264,1280x720,25.0,有音频,1.107,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8,,,,,,,1920x1080,CCSH.txt,60,200,成功,h264,1920x1080,29.97002997002997,有音频,1.732,14,0.9285714285714286,2601162217-hash-merge,6.666666666666665,6,0,0,14,13,13,0.0,13,c656954ef23b68c2,1,0.0714,0.0714,0.2143,0.1538,0.0714,1.0,15.5769,无轮播特征,20.2,动态源,0
靖天卡通,http://nmk.ioapk.com:5050/li-4gtv-4gtv044/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,361,200,成功,h264,1920x1080,30.0,无音频,3.725,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
靖洋卡通,http://nmk.ioapk.com:5050/li-4gtv-4gtv057/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,345,200,成功,h264,1920x1080,30.0,无音频,7.501,14,0.07142857142857142,2601162217-hash-merge,100.0,0,0,0,14,1,1,0.0,1,8594e337b4c5b495,1,0.0714,0.0714,0.0714,0.0,0.0714,1.0,10.3571,无轮播特征,51.0,疑似静态源,0
埋堆堆3,http://cfss.cc/cdn/hy/23865152.flv,,,,,,,1920x916,CCSH.txt,2543,200,成功,h264,1920x916,30.0,有音频,2.556,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
解说_亮哥讲电影,https://live.metshop.top/huya/16144175,,,,,,,1920x1080,CCSH.txt,4202,200,成功,h264,1920x1080,30.0,有音频,2.249,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
解说_老皮讲电影,https://live.metshop.top/huya/16968572,,,,,,,1920x1080,CCSH.txt,1366,200,成功,h264,1920x1080,30.0,有音频,1.016,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,c1c1c19d7e666363,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
中视新闻,http://nmk.ioapk.com:5050/4gtv-4gtv074/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,351,200,成功,h264,1920x1080,30.0,有音频,5.532,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
凤凰中文,https://t.freetv.fun/live/feng-huang-zhong-wen-7.php,,,,,,,854x480,CCSH.txt,32,403,成功,h264,854x480,25.0,有音频,4.059,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
凤凰中文,https://stream1.freetv.fun/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8,,,,,,,1280x720,CCSH.txt,26,403,成功,h264,1280x720,25.0,有音频,1.395,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
嘉佳卡通,https://t.freetv.fun/live/jia-jia-qia-tong-2.php,,,,,,,1920x1080,CCSH.txt,17,403,成功,h264,1920x1080,25.0,有音频,19.403,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
内蒙古卫视,https://stream1.freetv.fun/2d0a9a41eb193459a68f884fa23e6f7eae8dca1eb7099d92baaa3d3dea420fd3.ctv,,,,,,,1280x720,CCSH.txt,16,403,成功,h264,1280x720,25.0,有音频,1.103,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
环球电视,https://t.freetv.fun/live/huan-qiu-dian-shi.m3u8,,,,,,,1920x1080,CCSH.txt,28,403,成功,h264,1920x1080,25.0,有音频,3.005,14,0.7857142857142857,2601162217-hash-merge,6.666666666666665,6,0,0,14,11,11,0.0,11,bdbad409149b2d6a,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-4.ctv,,,,,,,1920x1080,CCSH.txt,9,403,成功,h264,1920x1080,25.0,有音频,7.155,14,0.2857142857142857,2601162217-hash-merge,0.0,6,0,0,14,4,4,0.0,4,c1c72a9a5e387a78,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.ctv,,,,,,,1920x1080,CCSH.txt,10,403,成功,h264,1920x1080,29.97002997002997,有音频,1.253,14,0.9285714285714286,2601162217-hash-merge,6.666666666666665,6,0,0,14,13,13,0.0,13,a29bdb6c1467c364,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,20.2,动态源,0
农林卫视,https://stream1.freetv.fun/cb703e6e694023c63361a9fd5db877c3d6b00dd7e4e63c6e4d5ccf56f8b3a58b.m3u8,,,,,,,1280x720,CCSH.txt,12,403,成功,h264,1280x720,25.0,有音频,1.103,14,0.8571428571428571,2601162217-hash-merge,100.0,6,1,1,14,12,0,100.0,12,8e87b3f801fd2c61,12,0.8571,1.0,0.8571,1.0,0.6429,1.0,87.1429,强烈轮播特征,93.0,静态源,0
凤凰中文,https://stream1.freetv.fun/2cd8b0d0e8b7bda9c76ae4e0d554782532055b48e88e266f743eaa21ca7e44e0.ctv,,,,,,,1280x720,CCSH.txt,15,403,成功,h264,1280x720,25.0,有音频,1.114,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
靖天卡通,http://220.135.64.124:5050/li-4gtv-4gtv044/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,581,200,成功,h264,1920x1080,30.0,无音频,3.638,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=fb9ef80443f06c3612ddd35545ec1054b5bcab3941fc46ecf84808bdd512d7b2cf16d34fdf955bff71bf01f818f6918ba2d7f536dc5451d1519d15cf8a5671bf16ea8a3bbc71db4477476e211d,,,,,,,1920x1080,CCSH.txt,400,200,成功,h264,1920x1080,30.0,有音频,15.073,14,0.5714285714285714,2601162217-hash-merge,100.0,6,1,1,14,8,0,100.0,8,c1c1c19d7e666363,8,0.5714,0.9286,0.5714,1.0,0.2143,1.0,66.0714,明显轮播特征,83.0,静态源,0
电影_黑帮片,http://live.nctv.top/huya.php?id=11336719,,,,,,,1280x720,CCSH.txt,2049,200,成功,h264,1280x720,30.0,有音频,2.466,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8,,,,,,,1280x720,CCSH.txt,1216,200,成功,h264,1280x720,25.0,有音频,1.086,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
龙华卡通,https://live.catvod.com/iptv.php?id=lhkt01,,,,,,,1280x720,CCSH.txt,59,403,成功,h264,1280x720,30.0,有音频,0.636,14,0.9285714285714286,2601162217-hash-merge,40.0,6,0,0,14,13,13,0.0,13,898f34c0cd3af1f8,2,0.1429,0.1429,0.2857,0.3846,0.1429,1.0,25.5495,轻微轮播特征,33.2,疑似动态源,0
澳门莲花,https://tv.iill.top/mo/lotustv&token=886bce813f2cd4e37742d034db073fb39288ecfa7b0e43b20307dd9a2b2d0bdc,,,,,,,1920x1080,CCSH.txt,274,403,成功,h264,1920x1080,25.0,有音频,4.062,14,0.8571428571428571,2601162217-hash-merge,0.0,6,0,0,14,12,12,0.0,12,8e3c73e15e42741e,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
广东体育,http://8.138.7.223/tv/gd.php?id=00031,,,,,,,1920x1080,CCSH.txt,1810,200,成功,h264,1920x1080,30.0,有音频,11.911,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
电影_谍战,http://live.nctv.top/huya.php?id=21059585,,,,,,,1920x1080,CCSH.txt,1206,200,成功,h264,1920x1080,60.0,有音频,2.507,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
Now财经,http://rihou.cc:555/tv/[Mt]Now财经,,,,,,,1920x1080,CCSH.txt,1013,200,成功,h264,1920x1080,50.0,有音频,1.746,14,0.8571428571428571,2601162217-hash-merge,40.0,6,1,0,14,12,9,25.0,12,a529d26ad4ad5ac5,1,0.0714,0.0714,0.2143,0.25,0.0714,1.0,17.5,无轮播特征,36.95,疑似动态源,0
解说_鹿哥电影,http://live.nctv.top/huya.php?id=24396360,,,,,,,1920x1080,CCSH.txt,1645,200,成功,h264,1920x1080,60.0,有音频,3.749,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
埋堆堆16,http://cfss.cc/cdn/hy/23903183.flv,,,,,,,1920x1038,CCSH.txt,7592,200,成功,h264,1920x1038,25.0,有音频,2.704,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws,,,,,,,1920x1080,CCSH.txt,5074,200,成功,h264,1920x1080,30.0,有音频,12.988,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
TVB无线新闻,https://t.freetv.fun/live/wu-xian-xin-wen-4.php,,,,,,,1920x1080,CCSH.txt,9,403,成功,hevc,1920x1080,50.0,有音频,3.748,14,0.5714285714285714,2601162217-hash-merge,40.0,6,1,0,14,8,8,0.0,8,9ae51ae51acd245b,1,0.0714,0.0714,0.2143,0.125,0.0714,1.0,15.0,无轮播特征,31.2,疑似动态源,0
内蒙古卫视,https://stream1.freetv.fun/6c0dc5f92cf0cbeb4cd657104df4ec4f367b35d306a988266a353661da8726d0.m3u8,,,,,,,1280x720,CCSH.txt,9,403,成功,h264,1280x720,25.0,有音频,1.105,14,1.0,2601162217-hash-merge,100.0,6,1,1,14,14,0,100.0,14,8e87b3f801fd2c61,14,1.0,1.0,1.0,1.0,1.0,1.0,100.0,强烈轮播特征,100.0,静态源,0
宋小宝小品,https://www.goodiptv.club/douyu/9817729,,,,,,,1920x1080,CCSH.txt,189,200,成功,h264,1920x1080,30.0,有音频,0.624,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,c1c1c19d7e666363,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
赵本山小品,https://live.ottiptv.cc/douyu/9817716,,,,,,,1280x720,CCSH.txt,2864,200,成功,h264,1280x720,25.0,有音频,4.703,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
Now体育,http://rihou.cc:555/tv/[Mt]Now体育,,,,,,,1920x1080,CCSH.txt,2143,200,成功,h264,1920x1080,50.0,有音频,1.705,14,0.8571428571428571,2601162217-hash-merge,40.0,6,1,0,14,12,11,8.333333333333343,12,c9262fc83ab9259b,1,0.0714,0.0714,0.2143,0.0833,0.0714,1.0,14.1667,无轮播特征,33.1167,疑似动态源,0
大湾区卫视,http://8.138.7.223/tv/gd.php?id=0008,,,,,,,1920x1080,CCSH.txt,5211,200,成功,h264,1920x1080,30.0,有音频,9.323,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
CHC动作电影,https://iptv.catvod.com/live.php?id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1,,,,,,,1280x720,CCSH.txt,214,200,成功,h264,1280x720,25.0,有音频,1.125,14,0.9285714285714286,2601162217-hash-merge,46.666666666666664,6,1,0,14,13,9,30.769230769230774,13,dfce0ec3201907e7,1,0.0714,0.0714,0.2143,0.3846,0.0714,1.0,20.1923,无轮播特征,40.4769,疑似动态源,0
解说_老炮说电影,https://live.metshop.top/huya/15454716,,,,,,,1920x1080,CCSH.txt,986,200,成功,h264,1920x1080,30.0,有音频,1.185,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,c1c1c19d7e666363,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
星空卫视,https://t.freetv.fun/live/xing-kong-wei-shi-3.m3u8,,,,,,,720x576,CCSH.txt,9,403,成功,h264,720x576,50.0,有音频,4.963,14,0.6428571428571429,2601162217-hash-merge,26.66666666666667,6,1,0,14,9,6,33.33333333333334,9,f0052f2891ebd87e,1,0.0714,0.0714,0.2143,0.3333,0.0714,1.0,19.1667,无轮播特征,34.4667,疑似动态源,0
农林卫视,https://migu.188766.xyz/?migutoken=7c0f7f69dcdb5407ebb9f34bd01f1c17&id=%E4%B8%AD%E5%9B%BD%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86&type=yy,,,,,,,1920x1080,CCSH.txt,85,403,成功,h264,1920x1080,28.0,有音频,0.628,14,0.42857142857142855,2601162217-hash-merge,19.999999999999996,6,0,0,14,6,6,0.0,6,f70428fdac3d00ee,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
洪金宝,https://t.freetv.fun/live/hong-jin-bao-1.php,,,,,,,960x512,CCSH.txt,13,403,成功,h264,960x512,25.0,有音频,2.285,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
凤凰资讯,http://rihou.cc:555/tv/[Bx]凤凰资讯,,,,,,,1920x1080,CCSH.txt,1391,200,成功,hevc,1920x1080,25.0,有音频,3.788,14,0.21428571428571427,2601162217-hash-merge,40.0,6,1,0,14,3,3,0.0,3,b887f819c718e3cc,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
澳门莲花,https://tv.iill.top/mo/lotustv&token=d25986dec232345e7d991eb80f90d884b6037b42c12c8b793d52ff710cbe29b7,,,,,,,1920x1080,CCSH.txt,43,403,成功,h264,1920x1080,25.0,有音频,3.847,14,0.21428571428571427,2601162217-hash-merge,0.0,6,0,0,14,3,3,0.0,3,b8fb64646e62130f,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,18.0,动态源,0
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8,,,,,,,1280x720,CCSH.txt,192,200,成功,h264,1280x720,25.0,有音频,1.81,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,fdcae588b28dcd10,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
凤凰资讯,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8,,,,,,,1280x720,CCSH.txt,9,403,成功,h264,1280x720,25.0,有音频,1.119,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,8e87b3f801fd2c61,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
金鹰卡通,https://stream1.freetv.fun/3442dca643bbe89bae76ea70d2aa42b07671b0e1daef6ef390f9f4edd7807a49.m3u8,,,,,,,1280x720,CCSH.txt,10,403,成功,h264,1280x720,25.0,有音频,1.115,14,0.8571428571428571,2601162217-hash-merge,100.0,6,1,1,14,12,0,100.0,12,8e87b3f801fd2c61,12,0.8571,1.0,0.8571,1.0,0.6429,1.0,87.1429,强烈轮播特征,93.0,静态源,0
爱情公寓,https://live.metshop.top/douyu/2838296,,,,,,,1920x1080,CCSH.txt,192,200,成功,h264,1920x1080,30.0,有音频,0.64,14,0.9285714285714286,2601162217-hash-merge,100.0,6,1,1,14,13,0,100.0,13,c1c1c19d7e666363,13,0.9286,1.0,0.9286,1.0,0.7857,1.0,92.8571,强烈轮播特征,96.0,静态源,0
台视新闻,http://222.128.55.152:9080/live/ts.m3u8,,,,,,,1920x1080,CCSH.txt,764,200,成功,h264,1920x1080,30.0,有音频,9.735,14,0.8571428571428571,2601162217-hash-merge,100.0,0,0,0,14,12,12,0.0,12,a82bd76019d72b96,12,0.8571,0.9286,0.8571,1.0,0.7857,1.0,88.9286,强烈轮播特征,72.0,疑似静态源,0
内蒙古卫视,https://migu.188766.xyz/?migutoken=82f3f0f13f1026ad895a6fa815b75d76&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1,,,,,,,1920x1080,CCSH.txt,101,403,成功,h264,1920x1080,28.0,有音频,0.81,14,0.42857142857142855,2601162217-hash-merge,19.999999999999996,6,0,0,14,6,6,0.0,6,8a5f55e920ab5917,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,24.6,动态源,0
与凤行,http://www.douzhicloud.site:35455/huya/26355866,,,,,,,1920x1080,CCSH.txt,1372,200,成功,h264,1920x1080,25.0,有音频,1.587,14,0.0,2601162217-hash-merge,100.0,0,0,0,14,0,0,100.0,0,,0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,轻微轮播特征,86.0,静态源,0
大湾区卫视,https://t.freetv.fun/live/da-wan-qu-wei-shi-5.m3u8,,,,,,,1920x1080,CCSH.txt,15,403,成功,h264,1920x1080,25.0,有音频,4.066,14,0.7857142857142857,2601162217-hash-merge,40.0,6,1,0,14,11,11,0.0,11,d6d2693f89703299,1,0.0714,0.0714,0.2143,0.0,0.0714,1.0,12.5,无轮播特征,31.2,疑似动态源,0
Now新闻,http://rihou.cc:555/tv/[Mt]Now新闻,,,,,,,1920x1080,CCSH.txt,1658,200,成功,h264,1920x1080,50.0,有音频,1.658,14,0.14285714285714285,2601162217-hash-merge,40.0,6,1,0,14,2,2,0.0,2,a1c5e141e75e99f0,1,0.0714,0.0714,0.1429,0.0,0.0714,1.0,11.4286,无轮播特征,31.2,疑似动态源,0
