频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,检测次数,动态级别,平均抓帧时间,抓帧失败次数,出现最多次数phash的次数,出现最多次数的phash值
电影_玄幻,http://live.nctv.top/huya.php?id=11342414,,,,,,,1920x1022,CCSH.txt,4812,200,成功,h264,1920x1022,60.0,有音频,2.827,9,162,1.7424242499999991,3,27,
开心麻花小品,https://www.goodiptv.club/douyu/10153463,,,,,,,1920x1080,CCSH.txt,486,200,成功,h264,1920x1080,30.0,有音频,1.035,11,0,1.5526163753333246,0,33,c1c1c19d7e666363
TVB明珠,https://o11.163189.xyz/stream/tvb/mzt/,,,,,,,1920x1080,CCSH.txt,19,200,成功,h264,1920x1080,25.0,有音频,0.619,4,0,1.0780918826666646,0,3,c4c001e307ef7f95
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8,,,,,,,1920x1080,CCSH.txt,41,200,成功,h264,1920x1080,29.97002997002997,有音频,0.411,11,154,1.624835284000028,0,3,fbea10fc07817a85
电影_贺岁,http://live.nctv.top/huya.php?id=11601971,,,,,,,1920x1022,CCSH.txt,931,200,成功,h264,1920x1022,60.0,有音频,2.443,11,198,2.614937139499981,3,33,
广东体育,http://183.57.249.119:8183/tsfile/live/1000_1.m3u8,,,,,,,1920x1080,CCSH.txt,460,200,成功,h264,1920x1080,25.0,有音频,9.492,11,198,7.092067214400004,1,12,
CHC影迷电影,https://migu.188766.xyz/?migutoken=83f75952e6e9f1b1c69a568109ede8e1&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy,,,,,,,1920x1080,CCSH.txt,68,403,成功,h264,1920x1080,28.0,有音频,0.767,11,198,1.4273814780000293,0,11,f887632b441db3c6
寰宇新闻,http://nmk.ioapk.com:5050/li-litv-longturn14/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,303,200,成功,h264,1920x1080,30.0,无音频,3.933,11,198,,3,33,
广东体育,http://8.138.7.223/tv/gd.php?id=00031,,,,,,,1920x1080,CCSH.txt,4310,200,成功,h264,1920x1080,30.0,有音频,9.465,10,183,13.450478213000034,3,30,
民视新闻,http://nmk.ioapk.com:5050/litv-ftv13/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,524,200,成功,h264,1920x1080,30.0,有音频,5.662,11,198,,3,33,
Now财经,https://yang-1989.eu.org/live/now-333,,,,,,,1920x1080,CCSH.txt,1103,200,成功,h264,1920x1080,50.0,有音频,3.221,11,100,2.5599120773333275,0,3,99aa66f54a4819f6
民视第一,http://nmk.ioapk.com:5050/li-4gtv-4gtv003/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,759,200,成功,h264,1920x1080,30.0,无音频,8.342,11,198,,3,33,
民视旅游,http://nmk.ioapk.com:5050/li-litv-ftv07/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,569,200,成功,h264,1920x1080,30.0,有音频,9.468,10,171,,3,30,
TVB明珠,https://mgev.188766.xyz/?migutoken=99e9ae852d5480cda25f26a77d16ee97&id=hk_mzt&type=dy,,,,,,,1920x1080,CCSH.txt,58,403,成功,h264,1920x1080,28.0,有音频,0.76,11,198,1.3539688970000345,0,11,f887632b441db3c6
TVBS欢乐,http://nmk.ioapk.com:5050/li-4gtv-4gtv068/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,513,200,成功,h264,1920x1080,30.0,无音频,6.551,10,192,,3,30,
TVBS新闻,http://nmk.ioapk.com:5050/li-4gtv-4gtv072/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,761,200,成功,h264,1920x1080,30.0,无音频,7.801,11,198,14.222282347000032,3,33,
Now新闻,https://yang-1989.eu.org/live/now-332,,,,,,,1920x1080,CCSH.txt,1795,200,成功,h264,1920x1080,50.0,有音频,4.231,11,162,4.069457746000002,0,3,99aa66f54a4819f6
民视第一,http://nmk.ioapk.com:5050/4gtv-4gtv003/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,758,200,成功,h264,1920x1080,30.0,有音频,9.441,11,198,,3,33,
中天新闻,http://nmk.ioapk.com:5050/4gtv-4gtv009/index.m3u8?proxy=true,,,,,,,1280x720,CCSH.txt,759,200,成功,h264,1280x720,30.0,有音频,6.196,11,198,10.840136495333354,2,24,
广东体育,https://t.freetv.fun/live/yan-dong-ti-yu-1.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,1280x720,25.0,有音频,0.792,11,22,0.7751734930000017,0,3,db8f6ae266252c91
民视新闻,http://nmk.ioapk.com:5050/li-litv-ftv13/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,301,200,成功,h264,1920x1080,30.0,无音频,7.031,11,198,,3,30,
许冠英,http://live.nctv.top/huya.php?id=11601972,,,,,,,1920x1022,CCSH.txt,7017,200,成功,h264,1920x1022,60.0,有音频,2.917,11,198,3.175475629599987,3,33,
三国演义,https://live.ottiptv.cc/huya/11602081,,,,,,,1280x720,CCSH.txt,4337,200,成功,h264,1280x720,25.0,有音频,7.204,8,153,,3,24,
电影_高能反转,http://live.nctv.top/huya.php?id=11352887,,,,,,,1280x720,CCSH.txt,4489,200,成功,h264,1280x720,30.0,有音频,1.977,4,75,1.2097836405000066,3,12,
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-2.m3u8,,,,,,,1920x1080,CCSH.txt,20,403,成功,h264,1920x1080,29.97002997002997,有音频,0.974,11,161,1.6053785386666657,0,2,89707060e0f37e9f
广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-5.m3u8,,,,,,,1280x720,CCSH.txt,166,403,成功,h264,1280x720,25.0,有音频,1.085,11,20,1.052410863333345,0,3,90c54ff04b6c9aec
凤凰资讯,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8?key=txiptv,,,,,,,1920x1080,CCSH.txt,488,200,成功,h264,1920x1080,25.0,有音频,7.007,11,198,10.254104659999996,0,1,b87ac706b9e81ea4
电影_怪兽,http://live.nctv.top/huya.php?id=21059577,,,,,,,1920x1022,CCSH.txt,1792,200,成功,h264,1920x1022,60.0,有音频,3.321,7,156,4.847065633,3,21,
TVB明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt,,,,,,,1920x1080,CCSH.txt,112,200,成功,hevc,1920x1080,50.0,有音频,0.681,11,6,1.0970824469999911,0,3,87f803f807f807f8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang-6.m3u8,,,,,,,1920x1080,CCSH.txt,290,403,成功,h264,1920x1080,28.0,有音频,1.196,11,198,1.5652772893333236,0,11,f887632b441db3c6
赵本山小品,https://www.goodiptv.club/douyu/9817716,,,,,,,1920x1080,CCSH.txt,484,200,成功,h264,1920x1080,30.0,有音频,1.006,10,0,1.643918220000008,0,30,c1c1c19d7e666363
TVB星河,https://cdn9.163189.xyz/smt3.1.1.php?id=Xinhe,,,,,,,1280x720,CCSH.txt,223,200,成功,hevc,1280x720,25.0,有音频,0.74,11,198,1.0327213186666502,0,3,
电影_贺岁片,http://live.nctv.top/huya.php?id=11601986,,,,,,,1920x804,CCSH.txt,963,200,成功,h264,1920x804,24.0,有音频,1.818,11,198,2.943693049999998,3,33,
欢乐综艺,https://www.goodiptv.club/douyu/131977,,,,,,,1920x1080,CCSH.txt,225,200,成功,h264,1920x1080,30.0,有音频,0.993,9,0,1.4178973526666898,0,27,c1c1c19d7e666363
封神榜,http://live.ottiptv.cc/huya/29465849,,,,,,,1920x1080,CCSH.txt,5254,200,成功,h264,1920x1080,30.0,有音频,13.978,9,183,,3,27,
电影_喜乐影院,http://live.nctv.top/huya.php?id=21059580,,,,,,,1920x1022,CCSH.txt,1610,200,成功,h264,1920x1022,60.0,有音频,2.1,9,165,3.6889451874999963,3,27,
TVB无线新闻,http://cdn.iptv8k.top/dl/jspd.php?id=2,,,,,,,1920x1080,CCSH.txt,66,200,成功,h264,1920x1080,60.0,无音频,1.436,11,198,5.838910751500009,3,33,
电影_枪战,http://live.nctv.top/huya.php?id=21059579,,,,,,,1280x720,CCSH.txt,1289,200,成功,h264,1280x720,30.0,有音频,2.422,10,189,1.13129726599999,3,30,
笑傲江湖,http://live.nctv.top/huya.php?id=23865142,,,,,,,1920x1080,CCSH.txt,3276,200,成功,h264,1920x1080,25.0,有音频,2.517,8,138,,3,24,
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-12.ctv,,,,,,,1920x1080,CCSH.txt,16,403,成功,h264,1920x1080,28.0,有音频,1.584,11,198,2.350866800999995,0,11,f887632b441db3c6
凤凰香港,https://mgev.188766.xyz/?migutoken=c346e7a2cf120020b90d4f1714d36b18&id=fhhk&pp=1,,,,,,,1280x720,CCSH.txt,65,403,成功,h264,1280x720,25.0,有音频,3.861,4,114,3.975827536333336,3,9,
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty,,,,,,,,CCSH.txt,475,403,成功,,,30.0,有音频,15.604,10,171,,3,30,
红楼梦,http://live.nctv.top/huya.php?id=30080221,,,,,,,1920x1072,CCSH.txt,6482,200,成功,h264,1920x1072,25.0,有音频,1.533,8,180,3.1301434996666635,3,24,
凤凰香港,https://stream1.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv,,,,,,,1280x720,CCSH.txt,165,403,成功,h264,1280x720,25.0,有音频,1.403,11,0,2.4287611356666807,0,33,8e87b3f801fd2c61
TVB明珠,https://stream1.freetv.fun/ming-zhu-4.ctv,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,1920x1080,25.0,有音频,2.177,11,22,1.9156580190000152,0,3,b8ee4707d099593a
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331,,,,,,,1920x1080,CCSH.txt,115,200,成功,h264,1920x1080,60.0,无音频,0.979,11,0,1.3300711819999833,0,33,cc0c673399cc6e27
中天新闻,http://nmk.ioapk.com:5050/li-4gtv-4gtv009/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,766,200,成功,h264,1920x1080,30.0,无音频,11.262,10,192,,3,30,
凤凰资讯,https://mgev.188766.xyz/?migutoken=88dc51f2f46b032755e2cc66c659831e&id=hk_fhzx&type=dy,,,,,,,1920x1080,CCSH.txt,63,403,成功,h264,1920x1080,28.0,有音频,0.737,11,198,1.445660447000004,0,11,f887632b441db3c6
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8,,,,,,,1280x720,CCSH.txt,804,200,成功,h264,1280x720,25.0,有音频,1.322,11,0,2.4232260006666593,0,33,8e87b3f801fd2c61
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-2.ctv,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,1.174,11,175,3.067776770666645,0,2,b7a6d46169c43ae1
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-12.m3u8,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,1920x1080,30.0,无音频,7.83,11,198,,3,33,
民视,http://iptv.4666888.xyz/iptv2A.php?id=55,,,,,,,1920x1080,CCSH.txt,732,200,成功,h264,1920x1080,30.0,有音频,1.062,11,193,1.9082142161666884,3,9,
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8,,,,,,,1280x720,CCSH.txt,364,200,成功,h264,1280x720,25.0,有音频,1.584,11,0,2.4192468576666406,0,33,aa2f95e917e03782
CHC影迷电影,https://migu.188766.xyz/?migutoken=0a2d08629eb193009e62a652a94099f0&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy,,,,,,,1280x720,CCSH.txt,69,403,成功,h264,1280x720,25.0,有音频,9.723,4,38,5.08832805233332,0,3,c4b5360f4b5a4a5b
TVB无线新闻,https://t.freetv.fun/live/wu-xian-xin-wen.m3u8,,,,,,,1920x1080,CCSH.txt,17,403,成功,h264,1920x1080,25.0,有音频,4.969,11,198,4.460952149333328,0,6,
漫画解说,https://yylunbo.ottiptv.cc/yy/1382735568,,,,,,,1280x720,CCSH.txt,930,200,成功,h264,1280x720,30.0,有音频,3.521,11,188,7.153058892000033,1,2,a6ac1963535d5d31
爱情公寓,https://live.metshop.top/douyu/2838296,,,,,,,1920x1080,CCSH.txt,183,200,成功,h264,1920x1080,30.0,有音频,0.704,11,0,1.7263868710000072,0,33,c1c1c19d7e666363
仙剑奇侠传,http://live.iill.top/yy.php?id=1382749903,,,,,,,1920x1080,CCSH.txt,54,403,成功,h264,1920x1080,25.0,有音频,11.952,9,90,5.04245296933334,3,18,90a76fd9cd245a62
电影_热血,http://live.nctv.top/huya.php?id=11352934,,,,,,,1920x1022,CCSH.txt,1039,200,成功,h264,1920x1022,60.0,有音频,2.767,9,156,,3,27,
电影_梁家辉,http://live.nctv.top/huya.php?id=11342429,,,,,,,1920x1022,CCSH.txt,1966,200,成功,h264,1920x1022,60.0,有音频,1.535,8,159,4.076903732999976,3,24,
中视菁采,http://nmk.ioapk.com:5050/li-4gtv-4gtv064/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,303,200,成功,h264,1920x1080,30.0,无音频,5.535,10,192,13.863250392999987,3,30,
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-8.m3u8,,,,,,,1920x1080,CCSH.txt,182,403,成功,h264,1920x1080,28.0,有音频,1.313,11,198,1.779686469000012,0,11,f887632b441db3c6
五星体育,https://t.freetv.fun/live/wu-xing-ti-yu-3.m3u8,,,,,,,1920x1080,CCSH.txt,21,403,成功,h264,1920x1080,28.0,有音频,0.901,11,198,1.5449705939999678,0,11,f887632b441db3c6
纪晓岚,https://live.metshop.top/huya/11342396,,,,,,,1440x1078,CCSH.txt,1318,200,成功,h264,1440x1078,60.0,有音频,1.78,9,144,,3,27,
电影_搞笑恐怖,http://live.nctv.top/huya.php?id=11601960,,,,,,,1920x1022,CCSH.txt,2854,200,成功,h264,1920x1022,60.0,有音频,3.329,10,177,,3,30,
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-5.m3u8,,,,,,,1920x1080,CCSH.txt,43,403,成功,h264,1920x1080,50.0,有音频,4.418,7,147,10.29405324350006,3,12,
八大精彩,http://nmk.ioapk.com:5050/li-4gtv-4gtv034/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,289,200,成功,h264,1920x1080,30.0,无音频,6.541,11,198,,3,30,
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8,,,,,,,1280x720,CCSH.txt,11,403,成功,h264,1280x720,25.0,有音频,1.507,11,160,1.9347953436666785,0,6,cd92b66996816b96
民视旅游,http://nmk.ioapk.com:5050/litv-ftv07/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,612,200,成功,h264,1920x1080,30.0,有音频,9.3,11,198,,3,33,
澳门莲花,https://tv.iill.top/mo/lotustv&token=2276b9830bd9e6d7f4858f72fe6095ad7d4eeb9d25164399bb076f31d3ce364b,,,,,,,1920x1080,CCSH.txt,82,403,成功,h264,1920x1080,25.0,有音频,4.159,4,104,5.807326564666671,0,2,e28f68d097e09fb0
射雕英雄传,http://live.iill.top/yy.php?id=1354210357,,,,,,,1920x1080,CCSH.txt,53,403,成功,h264,1920x1080,25.0,有音频,5.163,9,63,7.559715149666658,3,21,90a76fd9cd245a62
澳门莲花,https://tv.iill.top/mo/lotustv&token=7ce15d51da8e60be86cc1bde4d856274b2bd781528e9f64ff1d7d9370b9d7268,,,,,,,1920x1080,CCSH.txt,282,403,成功,h264,1920x1080,25.0,有音频,3.593,11,188,4.9172946873333485,0,2,e28f68d097e09fb0
民视台湾,http://nmk.ioapk.com:5050/li-4gtv-4gtv001/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,330,200,成功,h264,1920x1080,30.0,无音频,4.192,10,192,9.490015283000048,3,24,
与凤行,http://cfss.cc/cdn/hy/26355866.m3u8,,,,,,,1920x1080,CCSH.txt,2874,200,成功,h264,1920x1080,25.0,有音频,7.048,3,48,,3,9,
黑冰,https://live.metshop.top/yy/1354932427,,,,,,,720x540,CCSH.txt,4895,200,成功,h264,720x540,25.0,有音频,4.571,9,139,10.827206264666643,0,3,
广东体育,https://t.freetv.fun/live/yan-dong-ti-yu-11.php,,,,,,,1920x1080,CCSH.txt,14,403,成功,h264,1920x1080,25.0,有音频,8.815,9,153,9.167131565666637,3,21,
魅力足球,http://gat.bkpcp.top/ymg.php?id=mlzq,,,,,,,,CCSH.txt,1334,403,成功,,,30.0,有音频,15.236,10,186,,3,30,
中天新闻,http://nmk.ioapk.com:5050/of-4gtv-4gtv009/index.m3u8?proxy=true,,,,,,,1920x1080,CCSH.txt,921,200,成功,h264,1920x1080,30.0,有音频,12.215,10,186,,3,30,
劲爆体育,http://goo.bkpcp.top/mg/jbty,,,,,,,,CCSH.txt,525,403,成功,,,30.0,有音频,14.17,10,186,,3,30,
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq,,,,,,,,CCSH.txt,211,403,成功,,,30.0,有音频,14.637,10,186,,3,30,
海南少儿,https://migu.188766.xyz/?migutoken=c7b89da86a4471484015ffb0477b9707&id=hn_sepd&type=sz,,,,,,,1920x1080,CCSH.txt,67,403,成功,h264,1920x1080,28.0,有音频,1.141,9,165,1.4338032480000038,0,8,f887632b441db3c6
南京新闻综合,https://t.freetv.fun/live/nan-jing-xin-wen-zong-he.m3u8,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,1920x1080,28.0,有音频,1.328,11,198,1.7351457796666523,0,11,f887632b441db3c6
解说_鹿哥电影,https://live.metshop.top/huya/24396360,,,,,,,1920x1080,CCSH.txt,1783,200,成功,h264,1920x1080,30.0,有音频,1.933,11,0,2.661916622666695,0,33,c1c1c19d7e666363
湖南国际,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hngj,,,,,,,640x360,CCSH.txt,1279,200,成功,h264,640x360,25.0,有音频,2.459,8,159,2.210210418666653,0,1,ae700097faf870f8
第一财经,https://migu.188766.xyz/?migutoken=b43bbf7ee87f94fbd34109de4bf14d7c&id=dycj&type=sz,,,,,,,1280x720,CCSH.txt,293,403,成功,h264,1280x720,30.0,有音频,2.547,4,54,2.118038857999977,0,3,d2d20dce36c1cf38
荆门新闻综合,https://t.freetv.fun/live/jing-men-xin-wen-zong-he-1.m3u8,,,,,,,1920x1080,CCSH.txt,216,403,成功,h264,1920x1080,25.0,有音频,2.641,11,88,2.802670295666682,0,3,a48b8bf81e98dce4
湖南国际,http://8.138.7.223/tv/mgtv.php?id=229,,,,,,,640x360,CCSH.txt,1299,200,成功,h264,640x360,25.0,有音频,2.842,11,198,2.3321386446666565,0,1,899dd412b69537ca
龙华卡通,http://118.233.28.52:50007/li-litv-longturn01/index.m3u8?proxy=true,,,,,,,1280x720,CCSH.txt,348,200,成功,h264,1280x720,30.0,无音频,1.729,11,198,6.110413841333336,0,1,898f67313165675a
上海都市,https://migu.188766.xyz/?migutoken=a1c5f5e9a20756e27bfb344219d22f5e&id=shds&type=sz,,,,,,,1280x720,CCSH.txt,58,403,成功,h264,1280x720,30.0,有音频,3.044,4,70,2.796879757666678,0,3,e91596eb451e6b81
湖州新闻综合,https://t.freetv.fun/live/hu-zhou-xin-wen-zong-he-2.m3u8,,,,,,,1280x720,CCSH.txt,214,403,成功,h264,1280x720,29.97002997002997,有音频,3.132,11,160,3.235885304000002,0,6,e0c27f83018bfce9
湖州新闻综合,https://t.freetv.fun/live/hu-zhou-xin-wen-zong-he-4.m3u8,,,,,,,1280x720,CCSH.txt,214,403,成功,h264,1280x720,29.97002997002997,有音频,3.237,11,142,3.1062985439999693,0,6,e0c27f83018bfce9
南京教科,http://z.b.bkpcp.top/m.php?id=njkj,,,,,,,1280x720,CCSH.txt,2602,403,成功,h264,1280x720,25.0,有音频,3.127,10,168,3.061635092333328,0,6,
湖北垄上,https://t.freetv.fun/live/hu-bei-long-shang.m3u8,,,,,,,1920x1080,CCSH.txt,18,403,成功,h264,1920x1080,25.0,有音频,0.664,11,51,0.8959532000000081,0,3,ff46a239c92e9494
南京十八,http://z.b.bkpcp.top/m.php?id=njsb,,,,,,,1280x720,CCSH.txt,2819,403,成功,h264,1280x720,25.0,有音频,3.033,8,88,2.0514587119999796,0,3,
象山新闻综合,https://t.freetv.fun/live/xiang-shan-xin-wen-zong-he-1.m3u8,,,,,,,1920x1080,CCSH.txt,19,403,成功,h264,1920x1080,25.0,有音频,2.427,10,54,1.6695094633333458,0,3,a5296b345b5694cd
绍兴新闻综合,https://t.freetv.fun/live/shao-xing-xin-wen-zong-he-3.m3u8,,,,,,,720x576,CCSH.txt,15,403,成功,h264,720x576,25.0,有音频,3.61,11,174,5.552459957666675,0,2,8deb78d286e41bc8
解说_鱼丸电影,https://live.metshop.top/huya/16615910,,,,,,,1920x1080,CCSH.txt,6114,200,成功,h264,1920x1080,25.0,有音频,0.881,7,123,,3,21,
广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-13.m3u8,,,,,,,1920x1080,CCSH.txt,17,403,成功,h264,1920x1080,25.0,有音频,3.755,9,161,8.264656835666662,0,6,
山东教育,https://migu.188766.xyz/?migutoken=a45474c2175f6f1d7eae9ffa65bfcda4&id=%E5%B1%B1%E4%B8%9C%E6%95%99%E8%82%B2&type=yy,,,,,,,1280x720,CCSH.txt,95,403,成功,h264,1280x720,25.0,有音频,4.136,4,22,3.71158153733334,0,3,d48c327333e02efc
新闻综合,https://t.freetv.fun/live/shang-hai-xin-wen.m3u8,,,,,,,1280x720,CCSH.txt,53,403,成功,h264,1280x720,25.0,有音频,0.601,11,20,0.6766299956666634,0,3,801009b77fc937cf
卡酷少儿,https://stream1.freetv.fun/dcbc7525aff33fe5ac2363981c8fc101d4f0d9d7cd0796427ac956214b9230a4.m3u8,,,,,,,720x576,CCSH.txt,13,403,成功,h264,720x576,25.0,有音频,4.883,11,198,5.765212509333328,0,1,903ef17a0b616cb3
动物世界,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8,,,,,,,480x270,CCSH.txt,1550,200,成功,h264,480x270,25.0,有音频,1.935,11,198,3.596629627750005,1,11,f0038b2d929bbe8b
广州综合,https://t.freetv.fun/live/yan-zhou-zong-he-13.m3u8,,,,,,,1280x720,CCSH.txt,216,403,成功,h264,1280x720,25.0,有音频,4.745,10,195,11.520738713666637,0,12,
湖南都市,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnds,,,,,,,640x360,CCSH.txt,2529,200,成功,h264,640x360,25.0,有音频,1.435,8,159,1.9444457640000223,0,1,fee0e3030ede5c88
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds,,,,,,,640x360,CCSH.txt,2721,200,成功,h264,640x360,25.0,有音频,2.179,8,159,1.654654671000003,0,1,fce2e3030edc5c89
广东珠江,https://stream1.freetv.fun/bda519d40a214c2bfff9c5a5949d89c7eb82aba6d67a36488b379ed75adb598d.ctv,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,1280x720,25.0,有音频,1.713,11,0,2.389699408666653,0,33,8e87b3f801fd2c61
第一财经,https://t.freetv.fun/live/di-yi-cai-jing.m3u8,,,,,,,1280x720,CCSH.txt,217,403,成功,h264,1280x720,25.0,有音频,0.584,11,0,0.7788493469999859,0,3,be4927f109c6f24c
开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed?,,,,,,,1280x720,CCSH.txt,290,200,成功,h264,1280x720,25.0,有音频,2.431,11,198,2.722561653333306,0,11,f99312ce4cec4c71
浙江新闻,https://t.freetv.fun/live/zhe-jiang-xin-wen.m3u8,,,,,,,1920x1080,CCSH.txt,12,403,成功,h264,1920x1080,25.0,有音频,3.539,11,0,4.072971105666663,0,33,857eb2e13f6b8448
南京教科,https://migu.188766.xyz/?migutoken=86098e6420f5a0e910566b8ddc67d470&id=%E5%8D%97%E4%BA%AC%E6%95%99%E7%A7%91%E9%A2%91%E9%81%93&type=yy,,,,,,,1920x1080,CCSH.txt,63,403,成功,h264,1920x1080,28.0,有音频,0.77,9,174,1.3395659356666745,0,9,f887632b441db3c6
浙江生活,https://t.freetv.fun/live/zhe-jiang-jing-ji-sheng-huo-4.m3u8,,,,,,,854x480,CCSH.txt,17,403,成功,h264,854x480,25.0,有音频,4.473,11,0,1.6772612310000075,0,3,b8c0cd33e6c3c36c
湖州公共,https://t.freetv.fun/live/hu-zhou-gong-gong-1.m3u8,,,,,,,1280x720,CCSH.txt,16,403,成功,h264,1280x720,25.0,有音频,2.962,11,145,3.3184550479999757,0,6,e0c27f83018bfce9
海宁新闻综合,https://t.freetv.fun/live/hai-zhu-xin-wen-zong-he-1.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,1280x720,25.0,有音频,3.976,11,162,2.812032859999988,0,3,c06b5d524a6aab5e
湖南娱乐,http://8.138.7.223/tv/mgtv.php?id=344,,,,,,,640x360,CCSH.txt,1806,200,成功,h264,640x360,25.0,有音频,2.388,11,198,1.8986965266666782,0,1,913bccd297649aca
湖南娱乐,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnyl,,,,,,,640x360,CCSH.txt,1673,200,成功,h264,640x360,25.0,有音频,1.851,8,150,1.3729750013333348,0,2,8f9ed863deb09380
解说_恐怖电影解说,https://live.metshop.top/huya/16741179,,,,,,,1920x1080,CCSH.txt,2360,200,成功,h264,1920x1080,30.0,有音频,1.033,11,0,2.2296589436666636,0,33,c1c1c19d7e666363
第一财经,https://migu.188766.xyz/?migutoken=750a3b5711d545a308ab3e2b783a7d6f&id=dycj&type=sz,,,,,,,1920x1080,CCSH.txt,296,403,成功,h264,1920x1080,28.0,有音频,0.779,11,198,1.4348858216666827,0,11,f887632b441db3c6
广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-7.ctv,,,,,,,1920x1080,CCSH.txt,17,403,成功,h264,1920x1080,25.0,有音频,8.191,9,168,7.755753948000006,3,21,
海南少儿,https://migu.188766.xyz/?migutoken=d001f5f5ff1b8b07ee43cba9afd93e31&id=hn_sepd&type=sz,,,,,,,1920x1080,CCSH.txt,69,403,成功,h264,1920x1080,28.0,有音频,0.766,10,195,1.2905934993333403,0,9,f887632b441db3c6
云和新闻,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?,,,,,,,1280x720,CCSH.txt,287,200,成功,h264,1280x720,25.0,有音频,2.985,10,159,3.154735154999988,0,3,8868629aceeb38ed
浙江教育,https://t.freetv.fun/live/zhe-jiang-jiao-yu-2.m3u8,,,,,,,1920x1080,CCSH.txt,17,403,成功,h264,1920x1080,25.0,有音频,3.614,11,0,4.267786475000055,0,33,9be361e71c1991c5
解说_斌哥漫说,https://live.metshop.top/huya/18632116,,,,,,,1280x720,CCSH.txt,5939,200,成功,h264,1280x720,24.0,有音频,0.918,7,117,,3,21,
广州新闻,https://t.freetv.fun/live/yan-zhou-xin-wen-5.m3u8,,,,,,,1280x720,CCSH.txt,18,403,成功,h264,1280x720,25.0,有音频,2.478,11,198,8.251618946333338,0,1,a4b0dd2df2731658
上虞文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed?,,,,,,,1920x1080,CCSH.txt,335,200,成功,h264,1920x1080,25.0,有音频,2.426,11,132,3.163306192333304,0,14,e5da3a65403d3ad2
