﻿频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,帧率,音频,ffprobe探测时间,fake_score,loop_score
[BD]cctv12,https://t.freetv.fun/live/cctv12-1.php,378831,CCTV12,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,Generic,1920x1080,freetv-fun-all.txt,315,403,成功,hevc,25.0,有音频,3.376,36,28
[HD]canal 10,https://t.freetv.fun/live/canal-10-1.m3u8,,Canal 10 Honduras,Honduras,Honduras,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,29.97002997002997,有音频,1.145,8,8
[BD]veja plus,https://t.freetv.fun/live/veja-plus.m3u8,,A PLUS,India,India,https://epg.pw/media/img/logo/A_PLUS.PNG,Generic,1920x1080,freetv-fun-all.txt,30,403,成功,hevc,29.97002997002997,有音频,0.633,26,20
[BD]cctv10,https://t.freetv.fun/live/cctv10-1.m3u8,378829,CCTV10,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,Other,1920x1080,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,0.665,8,8
[BD]cctv-14hd,https://t.freetv.fun/live/cctv-14hd.m3u8,378833,CCTV14,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,Kids,1920x1080,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,0.480,8,8
[BD]canal 25 tv,https://t.freetv.fun/live/canal-25-tv.m3u8,,Canal 9 TV,Canada,Canada,https://epg.pw/media/images/channel/2021/10/16/large/20211016152129145817_55.png,Kids,1920x1080,freetv-fun-all.txt,10,403,成功,h264,50.0,有音频,2.426,8,8
[SD]boomerang *s,https://t.freetv.fun/live/boomerang-s.m3u8,,Boomerang  (FR),France,France,https://epg.pw/media/images/channel/2020/03/20/large/20200320170406546948_74.png,Generic,960x540,freetv-fun-all.txt,325,403,成功,h264,29.97002997002997,有音频,1.363,8,8
[BD]cinemax moviemax east *s,https://t.freetv.fun/live/cinemax-moviemax-east-s.m3u8,,Cinemax Moviemax East,United States,United States,https://epg.pw/media/uploads/tmp_logo/2015/12/06/20151206122531576654_58.jpg,Movies,1920x1080,freetv-fun-all.txt,28,403,成功,h264,30.0,有音频,2.326,8,8
[BD]telesur,https://t.freetv.fun/live/telesur-1.m3u8,,Canal Telesur,Honduras,Honduras,https://epg.pw/media/images/channel/2022/05/06/large/20220506174437413062_94.png,Entertainment,1920x1080,freetv-fun-all.txt,315,403,成功,h264,,有音频,0.361,9,9
[BD]etv,https://t.freetv.fun/live/etv-1.m3u8,,ETV,Mongolia,Mongolia,https://epg.pw/media/images/channel/2022/05/06/large/20220506164603528342_17.png,News,,freetv-fun-all.txt,29,403,成功,h264,,有音频,5.737,38,30
[HD]arirang,https://t.freetv.fun/live/arirang.m3u8,,Arirang TV,Korea,Korea,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,Generic,1280x720,freetv-fun-all.txt,315,403,成功,h264,29.97002997002997,有音频,5.097,128,104
[BD]cctv12,https://t.freetv.fun/live/cctv12-3.m3u8,378831,CCTV12,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,Generic,1920x1080,freetv-fun-all.txt,314,403,成功,h264,25.0,有音频,0.580,8,8
[BD]cctv-10,https://t.freetv.fun/live/cctv-10-2.m3u8,378829,CCTV10,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,Other,1920x1080,freetv-fun-all.txt,26,403,成功,h264,30.0,有音频,2.731,8,8
[BD]akc tv,https://t.freetv.fun/live/akc-tv.m3u8,,AKC TV,United States,United States,https://epg.pw/media/images/channel/2022/02/10/large/20220210222026702209_76.png,Other,1920x1080,freetv-fun-all.txt,328,403,成功,h264,29.97002997002997,有音频,1.628,24,20
[BD]cctv4,https://t.freetv.fun/live/cctv4-3.m3u8,378822,CCTV4,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,News,1920x1080,freetv-fun-all.txt,21,403,成功,h264,50.0,有音频,2.303,8,8
[HD]tele m1,https://t.freetv.fun/live/tele-m1.m3u8,,AMI Tele,Canada,Canada,https://epg.pw/media/images/channel/2022/03/18/large/20220318085754122364_59.png,News,1280x720,freetv-fun-all.txt,324,403,成功,h264,25.0,有音频,0.841,8,8
[HD]ช่อง crime plus investigation,https://t.freetv.fun/live/ch-ng-crime-plus-investigation.m3u8,465040,Crime Investigation,United States,United States,https://epg.pw/media/images/channel/2022/12/28/large/20221228232959122383_97.png,Knowledge,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,0.967,156,128
[HD]cctv-4k超高清,https://t.freetv.fun/live/cctv-4kchao-gao-qing.m3u8,378826,CCTV7,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001726519561_49.png,Other,1280x720,freetv-fun-all.txt,29,403,成功,h264,50.0,有音频,0.464,8,8
[BD]новий канал,https://t.freetv.fun/live/novii-kanal.m3u8,,7 канал (Одесса),Ukraine,Ukraine,https://epg.pw/media/images/channel/2022/05/06/large/20220506174819530509_49.png,News,1920x1080,freetv-fun-all.txt,27,403,成功,h264,50.0,有音频,2.781,156,128
[HD]bravo tv,https://t.freetv.fun/live/bravo-tv.m3u8,,Bravo,United States,United States,https://epg.pw/media/images/channel/2023/02/12/large/20230212225528892223_79.png,Entertainment,1280x720,freetv-fun-all.txt,18,403,成功,h264,29.97002997002997,有音频,0.444,8,8
[BD]cctv5,https://t.freetv.fun/live/cctv5-3.m3u8,378823,CCTV5(h265),China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001808321738_22.jpg,Sports,1920x1080,freetv-fun-all.txt,304,403,成功,h264,50.0,有音频,3.665,36,28
[VGA]cnn,https://t.freetv.fun/live/cnn-5.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,640x360,freetv-fun-all.txt,27,403,成功,h264,29.97002997002997,有音频,0.415,83,67
[BD]alb uk,https://t.freetv.fun/live/alb-uk.m3u8,,ALB UK HD,United Kingdom,United Kingdom,https://epg.pw/media/uploads/tmp_logo/2015/04/04/20150404005256767975_45.jpg,Other,1920x1080,freetv-fun-all.txt,304,403,成功,h264,25.0,有音频,1.370,8,8
[HD]cctv11戏曲,https://t.freetv.fun/live/cctv11xi-qu.php,378830,CCTV11,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,Movies,1280x720,freetv-fun-all.txt,306,403,成功,h264,25.0,有音频,3.692,8,8
[HD]fifa plus italy,https://t.freetv.fun/live/fifa-plus-italy.m3u8,,A PLUS,India,India,https://epg.pw/media/img/logo/A_PLUS.PNG,Generic,1280x720,freetv-fun-all.txt,16,403,成功,h264,29.97002997002997,有音频,1.269,28,22
[BD]cctv7,https://t.freetv.fun/live/cctv7.php,378826,CCTV7,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001726519561_49.png,Other,1920x1080,freetv-fun-all.txt,25,403,成功,hevc,25.0,有音频,3.292,16,12
[SD]concord tv,https://t.freetv.fun/live/concord-tv.m3u8,,Cocoro TV,United States,United States,https://epg.pw/media/images/channel/2022/01/19/large/20220119220023717248_81.png,Kids,640x360,freetv-fun-all.txt,28,403,成功,h264,30.0,有音频,2.262,9,9
[HD]espn 1 *s,https://t.freetv.fun/live/espn-1-s.m3u8,,ESPN HD,United States,United States,https://epg.pw/media/images/channel/2014/11/25/large/20141125170114178278_47.jpg,Sports,1280x720,freetv-fun-all.txt,22,403,成功,h264,59.94005994005994,有音频,2.159,8,8
[BD]cctv17,https://t.freetv.fun/live/cctv17-1.m3u8,378835,CCTV17,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,Other,1920x1080,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,0.547,8,8
[VGA]etv ⓖ,https://t.freetv.fun/live/etv-g.m3u8,,ETV,Mongolia,Mongolia,https://epg.pw/media/images/channel/2022/05/06/large/20220506164603528342_17.png,News,1280x720,freetv-fun-all.txt,29,403,成功,h264,25.0,有音频,3.866,128,104
[BD]bloomberg tv,https://t.freetv.fun/live/bloomberg-tv-1.m3u8,465324,Bloomberg TV,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128060606937621_37.png,News,3840x2160,freetv-fun-all.txt,306,403,成功,hevc,59.94005994005994,有音频,1.309,104,86
[HD]cctv-12hd,https://t.freetv.fun/live/cctv-12hd.m3u8,378831,CCTV12,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,Generic,1920x1080,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,0.480,8,8
[HD]ช่อง xy plus 2,https://t.freetv.fun/live/ch-ng-xy-plus-2.m3u8,,A PLUS,India,India,https://epg.pw/media/img/logo/A_PLUS.PNG,Generic,1280x720,freetv-fun-all.txt,44,403,成功,h264,25.0,有音频,1.113,156,128
[HD]ช่อง bbc first,https://t.freetv.fun/live/ch-ng-bbc-first.m3u8,,BBC First,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2019/03/04/large/20190304000008060329_57.png,Movies,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,1.254,156,128
[BD]cctv15,https://t.freetv.fun/live/cctv15.m3u8,378834,CCTV15,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,Music,1920x1080,freetv-fun-all.txt,25,403,成功,h264,25.0,有音频,0.569,8,8
[HD]fx *s,https://t.freetv.fun/live/fx-s.m3u8,470910,FX,Canada,Canada,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,Movies,1280x720,freetv-fun-all.txt,26,403,成功,h264,59.94005994005994,有音频,1.736,8,8
[HD]entella tv,https://t.freetv.fun/live/entella-tv-1.m3u8,,Estrella TV,United States,United States,https://epg.pw/media/images/channel/2024/04/04/large/20240404163520450680_81.png,Entertainment,1280x720,freetv-fun-all.txt,304,403,成功,h264,25.0,有音频,2.362,8,8
[HD]arirang,https://t.freetv.fun/live/arirang-2.m3u8,,Arirang TV,Korea,Korea,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,Generic,1280x720,freetv-fun-all.txt,313,403,成功,h264,29.97002997002997,有音频,3.655,8,8
[HD]disney jr.,https://t.freetv.fun/live/disney-jr.m3u8,,Disney Jr,United States,United States,https://epg.pw/media/images/channel/2020/01/16/large/20200116165755665560_74.PNG,Kids,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,1.243,8,8
[SD]thrillers 365,https://t.freetv.fun/live/thrillers-365.m3u8,,AMC Thrillers,United States,United States,https://epg.pw/media/images/channel/2022/04/01/large/20220401234506250664_19.png,Movies,426x240,freetv-fun-all.txt,333,403,成功,h264,30.0,有音频,1.783,9,9
[HD]ช่อง abc news,https://t.freetv.fun/live/ch-ng-abc-news.m3u8,,ABC NEWS,United States,United States,https://epg.pw/media/uploads/tmp_logo/2017/10/09/20171009012506131666_63.png,News,1280x720,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,1.228,156,128
[HD]fifa plus germany,https://t.freetv.fun/live/fifa-plus-germany.m3u8,,A PLUS,India,India,https://epg.pw/media/img/logo/A_PLUS.PNG,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,29.97002997002997,有音频,1.174,16,12
[HD]ช่อง vf cartoon 18 plus,https://t.freetv.fun/live/ch-ng-vf-cartoon-18-plus.m3u8,,A PLUS,India,India,https://epg.pw/media/img/logo/A_PLUS.PNG,Generic,1280x720,freetv-fun-all.txt,37,403,成功,h264,25.0,有音频,1.107,156,128
[HD]ช่อง bally sports southeast carolinas,https://t.freetv.fun/live/ch-ng-bally-sports-southeast-carolinas.m3u8,,Bally Sports Southeast,United States,United States,https://epg.pw/media/images/channel/2023/07/16/large/20230716172744053303_21.png,Sports,1280x720,freetv-fun-all.txt,22,403,成功,h264,25.0,有音频,1.001,156,128
[HD]cctv5体育,https://t.freetv.fun/live/cctv5ti-yu.php,378823,CCTV5(h265),China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001808321738_22.jpg,Sports,1280x720,freetv-fun-all.txt,316,403,成功,h264,25.0,有音频,3.557,16,12
[BD]al jazeera news,https://t.freetv.fun/live/al-jazeera-news.m3u8,,Al Jazeera (En),Qatar,Qatar,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,News,426x240,freetv-fun-all.txt,28,403,成功,h264,25.0,有音频,2.549,31,25
[VGA]ebs e,https://t.freetv.fun/live/ebs-e-1.m3u8,,EBS E,Korea,Korea,https://epg.pw/media/images/channel/2022/12/24/large/20221224164727683631_93.jpeg,News,720x400,freetv-fun-all.txt,25,403,成功,h264,29.97002997002997,有音频,1.492,98,80
[HD]beverly hills television 35 (720p),https://t.freetv.fun/live/beverly-hills-television-35-720p.m3u8,,CBC Television,United States,United States,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,0.316,8,8
[HD]cops en español,https://t.freetv.fun/live/cops-en-espanol.m3u8,,CNN en Español,United States,United States,https://epg.pw/media/images/channel/2022/05/06/large/20220506174411879285_41.png,News,1280x720,freetv-fun-all.txt,36,403,成功,h264,29.97002997002997,有音频,0.849,8,8
[SD]concord tv (concord ca) (720p),https://t.freetv.fun/live/concord-tv-concord-ca-720p.m3u8,,Cocoro TV,United States,United States,https://epg.pw/media/images/channel/2022/01/19/large/20220119220023717248_81.png,Kids,640x360,freetv-fun-all.txt,27,403,成功,h264,30.0,有音频,1.580,9,9
[HD]ช่อง ctv news channel,https://t.freetv.fun/live/ch-ng-ctv-news-channel.m3u8,470313,CTV News Channel,Canada,Canada,https://epg.pw/media/images/channel/2022/03/04/large/20220304182551139789_85.png,News,1280x720,freetv-fun-all.txt,28,403,成功,h264,25.0,有音频,0.940,156,128
[BD]cctv5,https://t.freetv.fun/live/cctv5-5.m3u8,378823,CCTV5(h265),China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001808321738_22.jpg,Sports,1920x1080,freetv-fun-all.txt,303,403,成功,h264,25.0,有音频,0.740,8,8
[HD]bravo east,https://t.freetv.fun/live/bravo-east.m3u8,,Bravo,United States,United States,https://epg.pw/media/images/channel/2023/02/12/large/20230212225528892223_79.png,Entertainment,1280x720,freetv-fun-all.txt,333,403,成功,h264,29.97002997002997,有音频,0.840,8,8
[SD]cinemax,https://t.freetv.fun/live/cinemax-2.m3u8,,Cinemax(USA),United States,United States,https://epg.pw/media/images/channel/2017/10/29/large/20171029231536415059_20.png,Movies,1920x1080,freetv-fun-all.txt,22,403,成功,h264,59.94005994005994,有音频,0.852,8,8
[BD]cetv1,https://t.freetv.fun/live/cetv1.m3u8,,CETV1,China,China,https://epg.pw/media/images/channel/2020/03/22/large/20200322212610371208_90.png,Other,1920x1080,freetv-fun-all.txt,35,403,成功,h264,50.0,有音频,1.950,8,8
[VGA]aastha bhajan,https://t.freetv.fun/live/aastha-bhajan-1.m3u8,,AASTHA,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506164217864665_19.png,Generic,256x144,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,1.018,9,9
[BD]amc,https://t.freetv.fun/live/amc-1.m3u8,,AMC,United States,United States,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,Movies,1920x1080,freetv-fun-all.txt,314,403,成功,h264,25.0,有音频,2.534,36,32
[BD]chc家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan-4.m3u8,,CHC家庭影院,China,China,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,Movies,1920x1080,freetv-fun-all.txt,304,403,成功,h264,28.0,有音频,0.633,144,116
[BD]chc家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan-11.m3u8,,CHC家庭影院,China,China,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,Movies,1920x1080,freetv-fun-all.txt,314,403,成功,h264,28.0,有音频,0.712,144,116
[SD]cctv第一剧场,https://t.freetv.fun/live/cctvdi-yi-ju-chang-1.m3u8,,CCTV第一劇場,China,China,https://epg.pw/media/images/channel/2022/09/07/large/20220907150153591598_13.jpg,Movies,720x576,freetv-fun-all.txt,26,403,成功,mpeg2video,25.0,有音频,2.263,36,32
[HD]people are awesome,https://t.freetv.fun/live/people-are-awesome-1.m3u8,,Awesome tv,Malaysia,Malaysia,https://epg.pw/media/images/channel/2023/11/28/large/20231128184149398211_42.png,Entertainment,1280x720,freetv-fun-all.txt,25,403,成功,h264,29.97002997002997,有音频,1.309,8,8
[HD]canal ipe ᴴᴰ,https://t.freetv.fun/live/canal-ipe-hd.m3u8,,Canal IPe,Peru,Peru,https://epg.pw/media/images/channel/2021/10/16/large/20211016152150055294_79.png,Kids,1280x720,freetv-fun-all.txt,304,403,成功,h264,20.0,有音频,0.934,9,9
[BD]bbc 2 *s,https://t.freetv.fun/live/bbc-2-s.m3u8,,BBC HD,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2024/03/13/large/20240313161716574036_61.png,News,1920x1080,freetv-fun-all.txt,20,403,成功,h264,25.0,有音频,1.943,38,32
[BD]5 канал україна,https://t.freetv.fun/live/5-kanal-ukraina.m3u8,,7 канал (Одесса),Ukraine,Ukraine,https://epg.pw/media/images/channel/2022/05/06/large/20220506174819530509_49.png,News,1920x1080,freetv-fun-all.txt,21,403,成功,h264,50.0,有音频,2.716,156,128
[BD]la 1 uhd,https://t.freetv.fun/live/la-1-uhd.m3u8,,CanalSat A La Carte 1,France,France,https://epg.pw/media/,Movies,3840x2160,freetv-fun-all.txt,24,403,成功,hevc,50.0,有音频,3.378,63,51
[BD]rt العربية,https://t.freetv.fun/live/rt-l-rby.m3u8,,CGTN العربية,China,China,https://epg.pw/media/images/channel/2022/05/20/large/20220520002426933313_18.jpg,Generic,640x360,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,10.887,7,5
[HD]history hit,https://t.freetv.fun/live/history-hit.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,1280x720,freetv-fun-all.txt,16,403,成功,h264,25.0,有音频,1.547,16,12
[HD]the pet collective international,https://t.freetv.fun/live/the-pet-collective-international-1.m3u8,,LBC International,Lebanon,Lebanon,https://epg.pw/media/images/channel/2022/05/06/large/20220506174912035196_59.png,Generic,1280x720,freetv-fun-all.txt,26,403,成功,h264,29.97002997002997,有音频,1.572,8,8
[HD]tea tv,https://t.freetv.fun/live/tea-tv-1.m3u8,,TEC TV HD,Argentina,Argentina,https://epg.pw/media/uploads/tmp_logo/2017/06/16/20170616034423669528_60.jpg,Knowledge,1280x720,freetv-fun-all.txt,30,403,成功,h264,29.97002997002997,有音频,1.064,20,16
[HD]lao net tv,https://t.freetv.fun/live/lao-net-tv-1.m3u8,,NET TV,Kurdistan,Kurdistan,https://epg.pw/media/images/channel/2022/05/06/large/20220506173945800787_75.png,Other,1280x720,freetv-fun-all.txt,22,403,成功,h264,29.97002997002997,有音频,1.700,38,32
[SD]comedy *s,https://t.freetv.fun/live/comedy-s.m3u8,12136,Sky Comedy,United Kingdom,United Kingdom,https://epg.pw/media/,Movies,720x576,freetv-fun-all.txt,10,403,成功,h264,50.0,有音频,1.600,8,8
[HD]ช่อง nickelodeon,https://t.freetv.fun/live/ch-ng-nickelodeon.m3u8,,Nickelodeon  (UK),United Kingdom,United Kingdom,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,16,403,成功,h264,25.0,有音频,1.238,156,128
[VGA]abn africa (480p),https://t.freetv.fun/live/abn-africa-480p.m3u8,,RTB Africa,Africa,Africa,https://epg.pw/media/images/channel/2022/05/07/large/20220507001546506887_78.png,News,560x420,freetv-fun-all.txt,24,403,成功,h264,24.0,有音频,1.018,10,10
[HD]artflix movie classics,https://t.freetv.fun/live/artflix-movie-classics.m3u8,,MOVIE MOVIE,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,Movies,1280x720,freetv-fun-all.txt,26,403,成功,h264,29.97002997002997,有音频,0.936,8,8
[HD]hot rock,https://t.freetv.fun/live/hot-rock.m3u8,7532,Rock TV,Romania,Romania,https://epg.pw/media/images/channel/2021/06/24/large/20210624004051287373_44.png,Entertainment,1280x720,freetv-fun-all.txt,26,403,成功,h264,29.97002997002997,有音频,0.807,8,8
[BD]aion tv,https://t.freetv.fun/live/aion-tv.m3u8,9195,ON TV,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613190857893129_31.png,Generic,1920x1080,freetv-fun-all.txt,25,403,成功,h264,29.97002997002997,有音频,0.780,128,104
[HD]star channel,https://t.freetv.fun/live/star-channel.m3u8,,STAR CHANNEL 1,Japan,Japan,https://epg.pw/media/uploads/tmp_logo/2017/11/04/20171104205133689481_74.jpg,Movies,1280x720,freetv-fun-all.txt,27,403,成功,h264,25.0,有音频,2.950,8,8
[HD]premier sports 1,https://t.freetv.fun/live/premier-sports-1.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,1280x720,freetv-fun-all.txt,25,403,成功,h264,25.0,有音频,1.366,156,128
[HD]sic,https://t.freetv.fun/live/sic-1.m3u8,,SIC,Portugal,Portugal,https://epg.pw/media/uploads/tmp_logo/2015/01/24/20150124043016139600_57.jpg,Generic,1280x720,freetv-fun-all.txt,24,403,成功,h264,25.0,有音频,0.543,16,12
[BD]ictv,https://t.freetv.fun/live/ictv-1.m3u8,6941,ICTV,Ukraine,Ukraine,https://epg.pw/media/images/channel/2022/11/24/large/20221124234759643697_22.png,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,50.0,有音频,2.796,156,128
[HD]sportsnet west,https://t.freetv.fun/live/sportsnet-west.m3u8,,SportsNet West,Canada,Canada,https://epg.pw/media/images/channel/2025/01/30/large/20250130005722946333_89.png,Sports,1280x720,freetv-fun-all.txt,18,403,成功,h264,25.0,有音频,1.463,156,128
[BD]tg4,https://t.freetv.fun/live/tg4.m3u8,,TG4 Ireland,Ireland,Ireland,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,17,403,成功,h264,25.0,有音频,4.393,8,8
[VGA]tv4 (360p),https://t.freetv.fun/live/tv4-360p.m3u8,,TV4 Fakta Sweden,Sweden,Sweden,https://epg.pw/media/,Entertainment,640x360,freetv-fun-all.txt,18,403,成功,h264,25.0,有音频,1.353,9,9
[VGA]itn,https://t.freetv.fun/live/itn.m3u8,,ITN SriLanka,Sri lanka,Sri lanka,https://epg.pw/media/uploads/tmp_logo/2015/03/19/20150319113422624466_33.jpg,Generic,640x360,freetv-fun-all.txt,32,403,成功,h264,29.97002997002997,有音频,0.962,9,9
[VGA]makkal tv,https://t.freetv.fun/live/makkal-tv.m3u8,,MAA TV,India,India,https://epg.pw/media/,Movies,640x360,freetv-fun-all.txt,15,403,成功,h264,25.0,有音频,1.816,9,9
[HD]akaku tv 2,https://t.freetv.fun/live/akaku-tv-2.m3u8,,TV 2,New Zealand,New Zealand,https://epg.pw/media/images/channel/2022/05/06/large/20220506163756123824_29.png,Other,1280x720,freetv-fun-all.txt,23,403,成功,h264,29.97002997002997,有音频,11.917,8,8
[SD]radio 51 tv,https://t.freetv.fun/live/radio-51-tv-1.m3u8,,RADIO 105 TV,Italy,Italy,https://epg.pw/media/img/logo/1_121.jpg,Entertainment,720x576,freetv-fun-all.txt,22,403,成功,h264,50.0,有音频,1.131,8,8
[VGA]telemundo al dia,https://t.freetv.fun/live/telemundo-al-dia.m3u8,,Telemundo,United States,United States,https://epg.pw/media/images/channel/2022/05/06/large/20220506174246283512_52.png,Sports,640x360,freetv-fun-all.txt,18,403,成功,h264,29.97002997002997,有音频,0.675,9,9
[HD]inside outside,https://t.freetv.fun/live/inside-outside.m3u8,,Outside TV,United States,United States,https://epg.pw/media/images/channel/2023/11/06/large/20231106225502381880_50.png,Sports,1280x720,freetv-fun-all.txt,21,403,成功,h264,29.97002997002997,有音频,1.460,8,8
[BD]hbo 2 *s,https://t.freetv.fun/live/hbo-2-s.m3u8,,HBO 2 HD,United States,United States,https://epg.pw/media/images/channel/2016/06/18/large/20160618150034715461_79.jpg,Movies,768x432,freetv-fun-all.txt,27,403,成功,h264,29.97002997002997,有音频,1.877,8,8
[HD]cine sony (720p),https://t.freetv.fun/live/cine-sony-720p.m3u8,,SONY,India,India,https://epg.pw/media/img/logo/2013/10/30/a1cf23ac985519b22016dff4543c57ec.jpg,Generic,1280x720,freetv-fun-all.txt,23,403,成功,h264,29.97002997002997,有音频,1.122,8,8
[BD]relax 7,https://t.freetv.fun/live/relax-7.m3u8,,Relax TV Czech Republic,Czech,Czech,https://epg.pw/media/,Generic,1920x1080,freetv-fun-all.txt,21,403,成功,h264,25.0,有音频,2.652,26,20
[BD]yo! mtv,https://t.freetv.fun/live/yo-mtv.m3u8,,MTV HD(Korea),United States,United States,https://epg.pw/media/images/channel/2017/11/12/large/20171112002356623871_27.png,Music,426x240,freetv-fun-all.txt,16,403,成功,h264,30.0,有音频,1.828,117,93
[HD]gtn canada,https://t.freetv.fun/live/gtn-canada-1.m3u8,,TSNcanada,Canada,Canada,https://epg.pw/media/uploads/tmp_logo/2015/03/11/20150311041449396186_43.jpg,Entertainment,1280x720,freetv-fun-all.txt,30,403,成功,h264,30.0,有音频,19.700,8,8
[HD]ช่อง premier sports 1,https://t.freetv.fun/live/ch-ng-premier-sports-1.m3u8,3625,Premier Sports,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/06/09/large/20220609233720370622_81.png,Sports,1280x720,freetv-fun-all.txt,19,403,成功,h264,25.0,有音频,1.353,156,128
[HD]tv9,https://t.freetv.fun/live/tv9-2.m3u8,902,TV9,Malaysia,Malaysia,https://epg.pw/media/images/channel/2022/02/26/large/20220226173232917579_23.png,Generic,1280x720,freetv-fun-all.txt,26,403,成功,h264,25.0,有音频,1.727,8,8
[BD]travel xp *y,https://t.freetv.fun/live/travel-xp-y.m3u8,,TRAVEL,United States,United States,https://epg.pw/media/images/channel/2017/02/26/large/20170226212754000637_52.jpg,Other,1920x1080,freetv-fun-all.txt,15,403,成功,h264,29.97002997002997,有音频,1.984,8,8
[SD]tiji,https://t.freetv.fun/live/tiji.m3u8,,TiJi,France,France,https://epg.pw/media/images/channel/2022/04/18/large/20220418235419528366_62.jpg,Kids,720x576,freetv-fun-all.txt,19,403,成功,h264,25.0,有音频,1.288,8,8
[HD]tv max,https://t.freetv.fun/live/tv-max-1.m3u8,,MAX,United States,United States,https://epg.pw/media/images/channel/2024/03/13/large/20240313151936372579_37.png,Generic,1280x720,freetv-fun-all.txt,24,403,成功,h264,29.97002997002997,有音频,1.122,8,8
[HD]telebarn,https://t.freetv.fun/live/telebarn.m3u8,,Telebarn,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613195929881385_72.png,Generic,1280x720,freetv-fun-all.txt,24,403,成功,h264,25.0,有音频,0.931,8,8
[HD]leominster tv public,https://t.freetv.fun/live/leominster-tv-public.m3u8,,PUBLIC TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506175017403710_81.png,Generic,416x234,freetv-fun-all.txt,33,403,成功,h264,29.97002997002997,有音频,4.234,39,33
[HD]sportsnet pacific,https://t.freetv.fun/live/sportsnet-pacific.m3u8,,SportsNet Pacific,Canada,Canada,https://epg.pw/media/images/channel/2023/09/10/large/20230910195234972796_16.png,Sports,1280x720,freetv-fun-all.txt,24,403,成功,h264,25.0,有音频,1.142,156,128
