频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率.1,帧率,音频,ffprobe探测时间,当前动态级,历史动态级,phash重复指数,主phash值,phash唯一指数,phash有效样本数,主phash时间跨度(天),源动态分类
Canal 3 La Pampa (1080p),https://stream.arcast.com.ar/c3lapampa/ngrp:c3lapampa_all/playlist.m3u8,Canal3LaPampa.ar@SD,,,,https://i.imgur.com/SsNFudZ.png,Undefined,416x234,iptv-org-all.txt,49,200,成功,h264,416x234,50.0,有音频,3.293,6.0,3.0,2.0,ea92b5603d3b3632,35.0,57,0.0,动态源
CBS News Pittsburgh (720p),https://cbsn-pit.cbsnstream.cbsnews.com/out/v1/6966dabf8150405ab26f854e3cd6a2b8/master.m3u8,CBSNewsPittsburgh.us@SD,,,,https://i.imgur.com/Un9IrUh.png,News,1280x720,iptv-org-all.txt,1769,200,成功,h264,1280x720,29.97002997002997,有音频,2.544,1.0,0.0,2.0,ccb722ce40c43baf,46.0,57,0.0,动态源
Caribbean Hot 7 TV (720p),https://586a9edea75f1.streamlock.net/caribbeanhot7tv/ch7-1.stream/playlist.m3u8,CaribbeanHot7TV.lc@SD,,,,https://i.ibb.co/sjTS4xD/logo116x90-2.png,General,1280x720,iptv-org-all.txt,1628,200,成功,h264,1280x720,30.0,有音频,1.206,6.0,3.0,2.0,cecc6131371f3a38,22.0,39,0.0,动态源
AS3 Sport TV (1080p),https://streamtv.as3sport.online:3394/hybrid/play.m3u8,AS3SportTV.ve@SD,,,,https://i.ibb.co/bRmGbsyV/A3-SPORTTV.jpg,Sports,1920x1080,iptv-org-all.txt,2389,200,成功,h264,1920x1080,30.0,有音频,1.179,2.0,1.0,2.0,8fd1289f562f530c,39.0,54,0.0,动态源
Carac 3 (1080p),https://lfmhd.vedge.infomaniak.com/livecast/lfmhd/playlist.m3u8,Carac3.ch@SD,,,,https://i.imgur.com/C4e8cjt.png,Entertainment,1920x1080,iptv-org-all.txt,2772,200,成功,h264,1920x1080,25.0,有音频,4.2,6.0,1.0,2.0,843d7b3b44c03eb6,50.0,57,0.0,动态源
Ax Men (720p),https://live-manifest.production-public.tubi.io/live/b1fdb228-c169-48b3-b6a3-8dee2dd91839/playlist.m3u8,,,,,,Undefined,384x216,iptv-org-all.txt,4548,200,成功,h264,384x216,29.97002997002997,有音频,3.666,1.0,0.0,1.0,d267c12c6cc337e1,56.0,57,0.0,动态源
CBS 9 Oklahoma City OK (KWTV-DT1) (720p) [Not 24/7],https://fuel-streaming-prod01.fuelmedia.io/v1/sem/e48409e7-672d-42f2-b5e0-ebb6744b0425.m3u8,KWTVDT1.us@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/CBS_logo_%282020%29.svg/512px-CBS_logo_%282020%29.svg.png,General,1280x720,iptv-org-all.txt,2357,200,成功,h264,1280x720,30.0,有音频,2.236,6.0,4.0,2.0,9fd2e5b412c5304f,34.0,54,0.0,动态源
Canal do Inter (720p) [Not 24/7],https://video01.soultv.com.br/internacional/internacional/playlist.m3u8,CanaldoInter.br@SD,,,,https://i.imgur.com/TQFWEIS.png,Sports,1242x720,iptv-org-all.txt,2250,200,成功,h264,1242x720,23.976023976023978,有音频,6.209,1.0,0.0,1.0,c57f2d3482caca6a,51.0,57,0.0,动态源
BHTV (1080p),https://sc1.wasidata.com/Bhtv/index.fmp4.m3u8,BHTV.pe@SD,,,,https://i.imgur.com/oNFOKFI.png,General,1920x1080,iptv-org-all.txt,2824,200,成功,h264,1920x1080,30.0,有音频,3.09,2.0,0.0,1.0,eea7151c1c564b5a,54.0,57,0.0,动态源
Canal 24 Horas Canarias (720p),https://ztnr.rtve.es/ztnr/5473142.m3u8,24HorasCanarias.es@SD,,,,https://i.ibb.co/21sXZ3GT/24h.png,News;Public,640x360,iptv-org-all.txt,4665,200,成功,h264,640x360,25.0,有音频,2.231,1.0,0.0,1.0,85d0a274abc5b2d7,55.0,57,0.0,动态源
Beverly Hills 90210,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/60afb576053df900076fa2f0/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1cc771-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=7827fcde-c024-4bff-bf8d-b4c1683dc7e1,BeverlyHills90210.us@Austria,,,,https://i.imgur.com/td3d1F8.png,Series,426x240,iptv-org-all.txt,120,200,成功,h264,426x240,30.0,有音频,1.925,2.0,1.0,2.0,c03f9e61b41e3393,41.0,57,0.0,动态源
Canal Catorce (720p),https://tv.livestreaminggroup.info:3052/live/catorcetvlive.m3u8,CanalCatorce.do@SD,,,,https://i.imgur.com/iKLGBbA.png,General,1280x720,iptv-org-all.txt,1760,200,成功,h264,1280x720,30.0,有音频,2.095,2.0,2.0,2.0,cb712cc519c719ce,34.0,57,0.0,动态源
Autentic Travel (1080p),https://cb0c87cc605942ff9766a4e6744bbadc.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RlaxxTV-eu_AutenticTravel/playlist.m3u8,AutenticTravel.de@SD,,,,https://d3b6luslimvglo.cloudfront.net/images/79/rlaxximages/channels-rescaled/icon-white/autentictravel_white.png,Lifestyle,1920x1080,iptv-org-all.txt,2731,200,成功,h264,1920x1080,29.97002997002997,有音频,3.585,6.0,1.0,2.0,95b9dd5e4ac00567,45.0,57,0.0,动态源
Canal 24 Horas Catalunya (720p),https://ztnr.rtve.es/ztnr/4952053.m3u8,24HorasCatalunya.es@SD,,,,https://i.ibb.co/21sXZ3GT/24h.png,News;Public,640x360,iptv-org-all.txt,4434,200,成功,h264,640x360,25.0,有音频,2.737,1.0,0.0,1.0,a0978b752b570cd3,55.0,57,0.0,动态源
Campus TV (Talca) (720p) [Not 24/7],https://pantera1-100gb-cl-movistar.dps.live/campustv/campustv.smil/playlist.m3u8,CampusTV.cl@SD,,,,https://i.imgur.com/LvzLg33.png,Undefined,426x240,iptv-org-all.txt,2740,200,成功,h264,426x240,30.0,有音频,7.939,1.0,0.0,2.0,0000000000000000,55.0,57,0.0,动态源
Bloomberg TV Asia Live Event (720p),https://bloomberg.com/media-manifest/streams/asia-event.m3u8,BloombergTV.us@AsiaLiveEvent,,,,https://i.imgur.com/OuogLHx.png,Business,480x272,iptv-org-all.txt,2175,200,成功,h264,480x272,29.97002997002997,有音频,3.945,6.0,5.0,2.0,c6cc38326f4f123e,27.0,57,0.0,待观察
Cape Town TV (576p),https://cdn.freevisiontv.co.za/sttv/smil:ctv.stream.smil/playlist.m3u8,CapeTownTV.za@SD,,,,https://i.imgur.com/Y8FK1Kk.png,General,720x576,iptv-org-all.txt,2018,200,成功,h264,720x576,25.0,有音频,5.804,1.0,0.0,1.0,8c2dc53586b3536b,56.0,57,0.0,动态源
Canal 9 Bío Bío Televisión (1080p) [Not 24/7],https://unlimited6-cl.dps.live/c9/c9.smil/playlist.m3u8,Canal9BioBioTelevision.cl@SD,,,,https://i.imgur.com/J2G1WMs.png,Undefined,426x240,iptv-org-all.txt,1989,200,成功,h264,426x240,30.0,有音频,10.369,5.0,4.0,0.0,85c76b911bc71d1a,30.0,30,0.0,动态源
Big Time Plus (1080p),https://shd-gcp-live.edgenextcdn.net/live/bitmovin-big-time-plus/924283f994779a311c1389698ff7e736/index.m3u8,BigTimePlus.sa@SD,,,,https://shahid.mbc.net/mediaObject/4e042cb6-500b-4e4c-a8ca-21a5a7a7a71b,Undefined,1280x720,iptv-org-all.txt,4112,200,成功,h264,1280x720,25.0,有音频,15.446,1.0,6.0,0.0,f9b304e81f64f807,18.0,18,0.0,动态源
BTV (720p),https://btv.secureswiftcontent.com/han/btv/btv10005/srtoutput/manifest.m3u8,BTV.id@SD,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/BTV_%28Indonesia%29_logo_%282025%29.svg/2560px-BTV_%28Indonesia%29_logo_%282025%29.svg.png,News,,iptv-org-all.txt,3696,200,成功,h264,,,有音频,17.663,5.0,9.0,,,0.0,0,0.0,待观察
ausbiz TV (720p) [Not 24/7],https://d9quh89lh7dtw.cloudfront.net/public-output/index.m3u8,AusbizTV.au@SD,,,,https://i.imgur.com/8vGGdB0.png,Business,768x432,iptv-org-all.txt,3514,200,成功,h264,768x432,25.0,有音频,10.109,1.0,3.0,2.0,a0a1bf39ca2bab1a,42.0,57,0.0,动态源
BredaNu TV (1080p),https://01.tv.streaming.bredanu.nl/hls/stream.m3u8,BredaNuTV.nl@SD,,,,https://i.imgur.com/Eg3sgNb.png,Undefined,1920x1080,iptv-org-all.txt,2477,200,成功,h264,1920x1080,25.0,有音频,7.45,1.0,0.0,2.0,af6b6ad41494953a,51.0,57,0.0,动态源
BeritaSatu English,https://beritasatu.secureswiftcontent.com/han/beritasatu/bsatu10008/srtoutput/manifest.m3u8,BeritaSatuEnglish.id@SD,,,,https://i.postimg.cc/SRDWxRGs/13092012142252.jpg,News,,iptv-org-all.txt,2696,200,成功,h264,,,有音频,15.441,5.0,9.0,,,0.0,0,0.0,待观察
Ashiil TV (480p),https://ams.juraganstreaming.com:5443/LiveApp/streams/ashiiltv2.m3u8,AshiilTV.id@SD,,,,https://i.imgur.com/bTktkcr.png,Religious,852x480,iptv-org-all.txt,5743,200,成功,h264,852x480,30.0,有音频,16.448,5.0,4.0,1.0,cccec23e983dc83c,29.0,30,0.0,动态源
Create,https://create.lls.pbs.org/index.m3u8,Create.us@SD,,,,https://i.imgur.com/OIJTECP.png,Education,416x234,iptv-org-all.txt,518,200,成功,h264,416x234,29.97002997002997,有音频,1.085,1.0,2.0,2.0,850dfa583567931b,40.0,57,0.0,动态源
Comedy Central,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/64f8a408bd341e000818fcda/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c79b861-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bc03faa5-401f-4a68-9972-153b1f336cac,ComedyCentralPlutoTV.us@Canada,,,,https://i.imgur.com/9y6TtjF.png,Comedy,426x240,iptv-org-all.txt,46,200,成功,h264,426x240,30.0,有音频,1.187,2.0,1.0,4.0,cdc36763d91a303c,37.0,57,0.0,动态源
Cheers,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62bdb7f0db2eb30007376d4d/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c799155-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=794ad915-7321-49a1-8f52-1d90f588cfd9,Cheers.us@Canada,,,,https://i.imgur.com/xIlF92v.png,Series,640x360,iptv-org-all.txt,226,200,成功,h264,640x360,30.0,有音频,1.245,6.0,2.0,5.0,cdc36763d91a303c,36.0,57,0.0,动态源
CG Entertainment,https://cgentertainment-cgtv-1-it.samsung.wurl.tv/playlist.m3u8,CGEntertainment.it@SD,,,,https://i.imgur.com/XeWzy7e.png,Entertainment,1280x720,iptv-org-all.txt,1154,200,成功,h264,1280x720,29.97002997002997,有音频,1.446,6.0,6.0,2.0,9194c69595c6cd9d,27.0,57,0.0,待观察
Cool FM 98.9 (720p),https://live2.tensila.com/cool-v-1.arubara/hls/master.m3u8,CoolFM989.aw@SD,,,,https://i.imgur.com/uGE6lZ2.png,Music,1280x720,iptv-org-all.txt,1163,200,成功,h264,1280x720,30.0,有音频,1.326,2.0,2.0,2.0,a897a15e780e712f,34.0,54,0.0,动态源
CSI: NY en español,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/632b606e12a67b0007c9e371/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c285536-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fe6859ac-2fe0-4cfe-aa7f-b5f343d25841,,,,,,Undefined,,iptv-org-all.txt,46,200,成功,h264,,,有音频,1.517,2.0,1.0,5.0,98dae08da3331f3c,36.0,57,0.0,动态源
CreaTV Bay Voice TV Channel 27 (San Jose CA) (720p),https://reflect-creatv.cablecast.tv/live-19/live/live.m3u8,CreaTVChannel27.us@SD,,,,https://i.imgur.com/IYuv0RF.png,General,1280x720,iptv-org-all.txt,346,200,成功,h264,1280x720,30.0,有音频,0.838,1.0,1.0,2.0,893776c8279639cc,49.0,57,0.0,动态源
CSI: NY,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62f54c6439183b000769fb8f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c285535-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=e57915ed-fd29-4d46-adb2-72d5623daaa5,,,,,,Undefined,426x240,iptv-org-all.txt,1303,200,成功,h264,426x240,30.0,有音频,1.636,2.0,1.0,2.0,ddd164a43b60e633,37.0,57,0.0,动态源
Drake & Josh,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65a67c494a10d800085cab06/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1d8ac2-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=21f677bd-eae9-4c92-b0c5-ad664796ccf0,,,,,,Undefined,426x240,iptv-org-all.txt,42,200,成功,h264,426x240,30.0,有音频,1.665,2.0,4.0,8.0,cdc36763d91a303c,27.0,57,0.0,动态源
Cielo TV (1080p),https://streaming.servervideo.net:1936/cielotv/cielotv/playlist.m3u8,CieloTV.do@SD,,,,https://i.imgur.com/2PNw6BA.png,Religious,1920x1080,iptv-org-all.txt,1402,200,成功,h264,1920x1080,60.0,有音频,1.207,2.0,1.0,2.0,e719b466cdc6c868,44.0,57,0.0,动态源
Chef Champion (720p) [Not 24/7],https://rpn.bozztv.com/gusa/gusa-chefchampion/index.m3u8,ChefChampion.us@SD,,,,https://i.imgur.com/15a9pG9.png,Cooking,1280x720,iptv-org-all.txt,1446,200,成功,h264,1280x720,29.97002997002997,有音频,1.647,6.0,3.0,2.0,9d528361ae69ed0d,32.0,57,0.0,动态源
CreaTV Classrooms Channel 28 (San Jose CA) (720p),https://reflect-creatv.cablecast.tv/live-14/live/live.m3u8,CreaTVChannel28.us@SD,,,,https://i.imgur.com/rvQdzL1.png,Education,1280x720,iptv-org-all.txt,191,200,成功,h264,1280x720,30.0,有音频,1.797,1.0,0.0,2.0,d07c1f72e06d2d92,51.0,57,0.0,动态源
Equus TV (1080p),https://d2gwqf8gdwq1zs.cloudfront.net/scheduler/scheduleMaster/426.m3u8,,,,,,Undefined,960x540,iptv-org-all.txt,1241,200,成功,h264,960x540,29.97002997002997,有音频,1.973,6.0,5.0,2.0,b3b2ec9a592e1d30,27.0,57,0.0,待观察
Cine ¡¡jaja!!,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f513564e4622a0007c578c0/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c27b8f6-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=5cedbdba-6871-4161-a12d-d20faa66e6b8,,,,,,Undefined,426x240,iptv-org-all.txt,194,200,成功,h264,426x240,30.0,有音频,2.022,2.0,1.0,2.0,cfd930364e894dd8,41.0,57,0.0,动态源
Comicità Piccante Movies (720p),https://7f495636.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWl0X0NpbmVtYVNlZ3JldG9fSExT/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,361,200,成功,h264,1280x720,29.97002997002997,有音频,1.133,1.0,0.0,1.0,d0f4f00b0f0f0f5e,51.0,57,0.0,动态源
Enntivision (1080p) [Not 24/7],https://mlb.essastream.com:8081/enntivision/tracks-v1a1/mono.m3u8,Enntivision.do@SD,,,,https://i.imgur.com/nePOFZW.png,General,1920x1080,iptv-org-all.txt,23,200,成功,h264,1920x1080,59.94005994005994,有音频,0.787,2.0,1.0,2.0,919fc08fcd6e90c6,44.0,57,0.0,动态源
DryBar Comedy,https://drybar-drybarcomedy-1-ca.samsung.wurl.tv/playlist.m3u8,,,,,,Undefined,1280x720,iptv-org-all.txt,1157,200,成功,h264,1280x720,29.97002997002997,有音频,1.205,6.0,7.0,2.0,c5dc3a6cc663a638,24.0,57,0.0,待观察
Esperia TV (480p) [Not 24/7],https://59d7d6f47d7fc.streamlock.net/esperiatv/esperiatv/playlist.m3u8,EsperiaTV.it@SD,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/ESPERIATV18_verde.png,General,1280x720,iptv-org-all.txt,1499,200,成功,h264,1280x720,25.0,有音频,2.934,6.0,1.0,2.0,eb25956ab54aa5c2,40.0,57,0.0,动态源
Classica,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f779951372da90007fd45e8/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c280711-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=1c3ac7db-5cfe-4d39-aec3-70a684e58c38,Classica.us@SD,,,,https://i.imgur.com/bLjmQTU.png,Music,426x240,iptv-org-all.txt,390,200,成功,h264,426x240,29.97002997002997,有音频,1.302,2.0,1.0,2.0,9f3938c664309bcb,38.0,54,0.0,动态源
Elive TV Brescia (720p) [Not 24/7],https://59d7d6f47d7fc.streamlock.net/elivebresciatv/elivebresciatv/playlist.m3u8,EliveTVBrescia.it@SD,,,,https://i.imgur.com/gZxjLph.png,General,1280x720,iptv-org-all.txt,100,200,成功,h264,1280x720,25.0,有音频,2.944,2.0,1.0,2.0,8021b9c64efb939e,37.0,57,0.0,动态源
COStv,https://irctv.cablecast.tv/live/stream-1/live.m3u8,COStv.us@SD,,,,https://i.imgur.com/IVqjCRE.png,Legislative,640x360,iptv-org-all.txt,724,200,成功,h264,640x360,30.0,有音频,2.744,1.0,3.0,2.0,8dc4c699bb8a578a,37.0,57,0.0,动态源
Doc Martin,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e922f6675f71000736db3b/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7a0683-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=999d1690-f7fb-40a5-b944-462166e9515a,,,,,,Undefined,640x360,iptv-org-all.txt,134,200,成功,h264,640x360,30.0,有音频,0.655,6.0,1.0,5.0,cdc36763d91a303c,40.0,57,0.0,动态源
Costa Noroeste TV (1080p) [Not 24/7],https://limited31.todostreaming.es/live/noroestetv-livestream.m3u8,CostaNoroesteTV.es@SD,,,,https://i.imgur.com/iM9AN6Z.png,General,1920x1080,iptv-org-all.txt,1221,200,成功,h264,1920x1080,30.0,有音频,2.222,6.0,4.0,2.0,facdd073e9165520,27.0,51,0.0,动态源
Channel 8 (1080p) [Not 24/7],http://usa.login.in.th:1935/ch8/ch8/playlist.m3u8,Channel8.th@SD,,,,https://i.imgur.com/P3c5jAu.png,General,1920x1080,iptv-org-all.txt,2128,200,成功,h264,1920x1080,25.0,有音频,1.836,6.0,5.0,2.0,ac8d527273666d58,29.0,57,0.0,待观察
DHA (720p) [Not 24/7],https://603c568fccdf5.streamlock.net/live/dhaweb1_C5efC/playlist.m3u8,DHA.tr@SD,,,,https://i.postimg.cc/HxbHLRd6/dha.png,News,1280x720,iptv-org-all.txt,663,200,成功,h264,1280x720,50.0,有音频,3.699,2.0,1.0,2.0,dd223099e68f5972,28.0,39,0.0,动态源
El Sol Network TV (1080p),https://tv.wracanal10.com:3025/live/elsoltvlive.m3u8,ElSolNetworkTV.ec@SD,,,,https://i.imgur.com/TIH3zlP.png,Music,1280x720,iptv-org-all.txt,765,200,成功,h264,1280x720,29.97002997002997,有音频,1.021,2.0,2.0,2.0,e934c59749e22b63,33.0,57,0.0,动态源
Cosmos TV (720p),https://video.hostingcaaguazu.com:19360/cosmostv/cosmostv.m3u8,CosmosTV.py@SD,,,,https://i.imgur.com/dAMyExY.jpg,Science,1920x1080,iptv-org-all.txt,1882,200,成功,h264,1920x1080,25.0,有音频,4.03,1.0,1.0,7.0,99cee7110c13cf93,40.0,51,0.0,动态源
Ch4Teen,https://ch14.tv/live/ch4teenclip/playlist.m3u8,Ch4Teen.kw@SD,,,,https://i.imgur.com/pHpFGeg.png,Religious,1920x1080,iptv-org-all.txt,1369,200,成功,h264,1920x1080,30.0,有音频,1.157,1.0,1.0,2.0,feb1666c290f3903,44.0,57,0.0,动态源
El Toro TV (720p),https://streaming-1.eltorotv.com/lb0/eltorotv-streaming-web/index.m3u8,ElToroTV.es@SD,,,,https://upload.wikimedia.org/wikipedia/commons/9/93/Eltorotv.png,General,1920x1080,iptv-org-all.txt,2808,200,成功,h264,1920x1080,25.0,有音频,4.09,1.0,0.0,2.0,8d33834e33b34eb1,52.0,57,0.0,动态源
Disney XD (720p),http://fl1.moveonjoy.com/DISNEY_XD/index.m3u8,DisneyXD.us@East,,,,https://i.postimg.cc/MKNssTyj/disneyxd.png,Kids,768x432,iptv-org-all.txt,2352,200,成功,h264,768x432,29.97002997002997,有音频,0.332,6.0,8.0,2.0,bae556bb08451be4,22.0,54,0.0,待观察
CFN Catholic Faith Network (720p),https://uni8rtmp.tulix.tv/cfntv/cfntv/playlist.m3u8,CatholicFaithNetwork.us@SD,,,,https://upload.wikimedia.org/wikipedia/en/0/07/Catholic_Faith_Network_2018.png,Religious,1280x720,iptv-org-all.txt,1516,200,成功,h264,1280x720,29.97002997002997,有音频,1.471,2.0,2.0,2.0,8c99919e9abaac8e,39.0,57,0.0,动态源
Elektrika TV (1080p),https://rtmp.elektrika.cz/live/myStream.sdp/playlist.m3u8,ElektrikaTV.cz@SD,,,,https://i.imgur.com/OLd5od5.png,Undefined,,iptv-org-all.txt,1624,200,成功,h264,,,有音频,3.0,5.0,4.0,4.0,d0842dd07dfad07c,27.0,45,0.0,动态源
Contivision (720p),https://unlimited6-cl.dps.live/cm/cm.smil/playlist.m3u8,Contivision.cl@SD,,,,https://i.imgur.com/Lz2OlKf.png,News,1280x720,iptv-org-all.txt,2468,200,成功,h264,1280x720,29.97002997002997,有音频,4.59,1.0,0.0,1.0,e6971bea37496070,50.0,54,0.0,动态源
Cloudflare TV (720p),https://cloudflare.tv/hls/live.m3u8,CloudflareTV.us@SD,,,,https://i.imgur.com/l4m0is8.jpeg,Education,426x240,iptv-org-all.txt,1445,200,成功,h264,426x240,,有音频,4.838,2.0,1.0,2.0,9de1620ed5b1a8cb,44.0,57,0.0,动态源
Ertsulovneba,https://stream.sstv.ge/live/sstv/playlist.m3u8,Ertsulovneba.ge@SD,,,,https://i.imgur.com/KuuODMM.png,Religious,1280x720,iptv-org-all.txt,2138,200,成功,h264,1280x720,29.97002997002997,有音频,3.619,2.0,0.0,1.0,b4cbc92e12639bc3,47.0,57,0.0,动态源
CSat TV (1080p) [Not 24/7],http://media.smc-host.com:1935/csat.tv/smil:csat.smil/playlist.m3u8,CSatTV.us@SD,,,,https://i.imgur.com/fp2EaLJ.png,Religious,1920x1080,iptv-org-all.txt,419,200,成功,h264,1920x1080,29.97002997002997,有音频,0.472,6.0,6.0,4.0,8f877fb0503f8143,26.0,57,0.0,待观察
Celebrity Scene TV (720p),https://rpn.bozztv.com/gusa/gusa-celebrityscene/index.m3u8,CelebritySceneTV.us@SD,,,,https://i.imgur.com/n36jriB.png,Undefined,1280x720,iptv-org-all.txt,280,200,成功,h264,1280x720,29.97002997002997,有音频,2.163,6.0,5.0,2.0,d979062664e6da39,28.0,57,0.0,待观察
Del Pueblo TV [Not 24/7],https://vdopanel.jlahozconsulting.com:3869/hybrid/play.m3u8,DelPuebloTV.do@HD,,,,https://imgur.com/Pw7ZUT1.jpg,General,1280x720,iptv-org-all.txt,1853,200,成功,h264,1280x720,29.97002997002997,有音频,5.028,1.0,0.0,0.0,cda73cc1c38af2e0,42.0,42,0.0,动态源
Crime Beat TV (1080p),https://8e6c868c.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0NyaW1lQmVhdF9ITFM/playlist.m3u8,,,,,,Undefined,384x216,iptv-org-all.txt,394,200,成功,h264,384x216,29.97002997002997,有音频,1.487,2.0,0.0,1.0,c1c73a38a4e45bcb,50.0,57,0.0,动态源
Comedy Play (720p),https://stream1.antenaplay.ro/live/ComedyPlay/playlist.m3u8,ComedyPlay.ro@SD,,,,https://i.imgur.com/6kAeVOk.png,Comedy,854x480,iptv-org-all.txt,942,200,成功,h264,854x480,25.0,有音频,2.833,1.0,1.0,2.0,d454f4a691790f8e,43.0,57,0.0,动态源
Cruz TV,https://reflect-communitytv.cablecast.tv/live-4/live/stream-2/live.m3u8,CruzTV.us@SD,,,,https://i.imgur.com/qOO2SaH.png,Legislative,480x270,iptv-org-all.txt,410,200,成功,h264,480x270,30.0,有音频,2.333,6.0,9.0,5.0,0000000000000000,18.0,57,0.0,待观察
DD Punjabi,https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/20c8ad14-a158-4a42-8889-e032d070856e/2.m3u8,DDPunjabi.in@SD,,,,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_DD_PUNJABI/images/LOGO_HD/image.png,Culture,896x504,iptv-org-all.txt,601,200,成功,h264,896x504,25.0,有音频,1.307,1.0,0.0,1.0,8e92714a75ba4e2e,48.0,57,0.0,动态源
Cinevault 80s (540p) [Geo-blocked],https://gsn-cinevault-80s-2-us.roku.wurl.tv/playlist.m3u8,Cinevault80s.us@SD,,,,https://i.imgur.com/xaCyyDd.png,Movies,960x540,iptv-org-all.txt,1189,200,成功,h264,960x540,29.97002997002997,有音频,1.156,6.0,5.0,2.0,808e7fcb5a619ec1,28.0,57,0.0,待观察
Dukh Nivaran (720p) [Not 24/7],http://cdn12.henico.net:8080/live/dncal/index.m3u8,DukhNivaran.ca@SD,,,,https://i.imgur.com/Zh60l1x.png,Culture,1280x720,iptv-org-all.txt,567,200,成功,h264,1280x720,29.97002997002997,有音频,0.445,6.0,8.0,2.0,9bcc8ba1b5236dc8,22.0,57,0.0,待观察
CreaTV Community Channel 15 (San Jose CA) (720p),https://reflect-creatv.cablecast.tv/live-13/live/live.m3u8,CreaTVChannel15.us@SD,,,,https://i.imgur.com/Lwzio0H.png,General,1280x720,iptv-org-all.txt,72,200,成功,h264,1280x720,30.0,有音频,0.547,2.0,2.0,2.0,c1c13e1f3e6c4e4c,44.0,57,0.0,动态源
